description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,inTheMoney,mini,Date
SPY Mar 8 2021 190 Put (Weekly),PUT,SPY_030821P190,OPR,0.0,0.01,0.01,0.01,0,2268,0X2268,0,0.0,0.0,0.0,0.0,0,,1614265464624,1614978899818,0.01,164.645,0.0,0.0,0.0,0.0,0.0,102,0.01,0.0,29.0,,190.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 195 Put (Weekly),PUT,SPY_030821P195,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1613584934232,1614978899794,0.01,158.704,0.0,0.0,0.0,0.0,0.0,166,0.01,0.0,29.0,,195.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 200 Put (Weekly),PUT,SPY_030821P200,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.01,0.01,0.0,0.0,1,,1614978434917,1614978899794,0.01,153.06,0.0,0.0,0.0,0.0,0.0,8,0.01,0.0,29.0,,200.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 205 Put (Weekly),PUT,SPY_030821P205,OPR,0.0,0.01,0.0,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,0,1614978899794,0.0,147.383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,,205.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 210 Put (Weekly),PUT,SPY_030821P210,OPR,0.0,0.01,0.01,0.01,0,2122,0X2122,0,0.0,0.0,0.0,0.0,0,,1614349894869,1614978899794,0.01,141.914,0.0,0.0,0.0,0.0,0.0,211,0.01,0.0,29.0,,210.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 215 Put (Weekly),PUT,SPY_030821P215,OPR,0.0,0.01,0.02,0.01,0,2111,0X2111,0,0.0,0.0,0.0,0.0,0,,1614353610676,1614978899818,0.02,136.504,0.0,0.0,0.0,0.0,0.0,51,0.02,0.0,29.0,,215.0,1615237200000,1,S,1615251600000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 220 Put (Weekly),PUT,SPY_030821P220,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614868206931,1614978899794,0.01,131.302,0.0,0.0,0.0,0.0,0.0,280,0.01,0.0,29.0,,220.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 225 Put (Weekly),PUT,SPY_030821P225,OPR,0.0,0.01,0.03,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614351622048,1614978899794,0.03,126.175,0.0,0.0,0.0,0.0,0.0,810,0.03,0.0,29.0,,225.0,1615237200000,1,S,1615251600000,100.0, ,,,29900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 230 Put (Weekly),PUT,SPY_030821P230,OPR,0.0,0.01,0.03,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614351280931,1614978899794,0.03,121.168,0.0,0.0,0.0,0.0,0.0,91,0.03,0.0,29.0,,230.0,1615237200000,1,S,1615251600000,100.0, ,,,29900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 235 Put (Weekly),PUT,SPY_030821P235,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614883215328,1614978899794,0.01,116.263,0.0,0.0,0.0,0.0,0.0,4,0.01,0.0,29.0,,235.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 240 Put (Weekly),PUT,SPY_030821P240,OPR,0.0,0.01,0.02,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614609001769,1614978899794,0.02,111.45,0.0,0.0,0.0,0.0,0.0,148,0.02,0.0,29.0,,240.0,1615237200000,1,S,1615251600000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 245 Put (Weekly),PUT,SPY_030821P245,OPR,0.0,0.01,0.03,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614277256039,1614978899794,0.03,106.741,0.0,0.0,0.0,0.0,0.0,53,0.03,0.0,29.0,,245.0,1615237200000,1,S,1615251600000,100.0, ,,,29900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 250 Put (Weekly),PUT,SPY_030821P250,OPR,0.0,0.01,0.02,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614367932215,1614978899794,0.02,102.088,0.0,0.0,0.0,0.0,0.0,56,0.02,0.0,29.0,,250.0,1615237200000,1,S,1615251600000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 255 Put (Weekly),PUT,SPY_030821P255,OPR,0.0,0.01,0.02,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614609001770,1614978899794,0.02,97.541,0.0,0.0,0.0,0.0,0.0,19,0.02,0.0,29.0,,255.0,1615237200000,1,S,1615251600000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 260 Put (Weekly),PUT,SPY_030821P260,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.0,0.0,0.0,0.0,0,,1614881984433,1614978899794,0.01,93.106,0.0,0.0,0.0,0.0,0.0,634,0.01,0.0,29.0,,260.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 265 Put (Weekly),PUT,SPY_030821P265,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.01,0.01,0.0,0.0,5,,1614954976997,1614978899794,0.01,88.732,0.0,0.0,0.0,0.0,0.0,519,0.01,0.0,29.0,,265.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 270 Put (Weekly),PUT,SPY_030821P270,OPR,0.0,0.01,0.01,0.01,0,2022,0X2022,0,0.01,0.01,0.0,0.0,65,,1614960297225,1614978899794,0.01,84.413,0.0,0.0,0.0,0.0,0.0,855,0.01,0.0,29.0,,270.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 275 Put (Weekly),PUT,SPY_030821P275,OPR,0.0,0.01,0.01,0.01,0,2122,0X2122,0,0.0,0.0,0.0,0.0,0,,1614884646024,1614978899794,0.01,80.193,0.0,0.0,0.0,0.0,0.0,1851,0.01,0.0,29.0,,275.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 280 Put (Weekly),PUT,SPY_030821P280,OPR,0.0,0.01,0.01,0.01,0,2120,0X2120,0,0.0,0.0,0.0,0.0,0,,1614884766297,1614978899794,0.01,76.014,0.0,0.0,0.0,0.0,0.0,1930,0.01,0.0,29.0,,280.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 285 Put (Weekly),PUT,SPY_030821P285,OPR,0.0,0.01,0.02,0.01,0,2020,0X2020,0,0.0,0.0,0.0,0.0,0,,1614884001844,1614978899794,0.02,71.957,0.0,0.0,0.0,0.0,0.0,90,0.02,0.0,29.0,,285.0,1615237200000,1,S,1615251600000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 290 Put (Weekly),PUT,SPY_030821P290,OPR,0.0,0.01,0.01,0.01,0,2020,0X2020,0,0.0,0.0,0.0,0.0,0,,1614890535453,1614978899794,0.01,67.927,0.0,0.0,0.0,0.0,0.0,109,0.01,0.0,29.0,,290.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 295 Put (Weekly),PUT,SPY_030821P295,OPR,0.0,0.01,0.01,0.01,0,1917,0X1917,0,0.0,0.0,0.0,0.0,0,,1614888083495,1614978899808,0.01,63.938,0.0,0.0,0.0,0.0,0.0,273,0.01,0.0,29.0,,295.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 300 Put (Weekly),PUT,SPY_030821P300,OPR,0.0,0.01,0.01,0.01,0,1913,0X1913,0,0.01,0.01,0.0,0.0,76,,1614976507158,1614978899794,0.01,60.024,0.0,0.0,0.0,0.0,0.0,1483,0.01,0.0,29.0,,300.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 305 Put (Weekly),PUT,SPY_030821P305,OPR,0.0,0.01,0.01,0.01,0,1808,0X1808,0,0.01,0.01,0.0,0.0,33,,1614963336851,1614978899794,0.01,56.174,0.0,0.0,0.0,0.0,0.0,712,0.01,0.0,29.0,,305.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 310 Put (Weekly),PUT,SPY_030821P310,OPR,0.0,0.01,0.01,0.01,0,1575,0X1575,0,0.01,0.01,0.0,0.0,2,,1614961641894,1614978899794,0.01,52.36,0.0,0.0,0.0,0.0,0.0,1454,0.01,0.0,29.0,,310.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 315 Put (Weekly),PUT,SPY_030821P315,OPR,0.0,0.01,0.01,0.01,0,1468,0X1468,0,0.01,0.01,0.0,0.0,10,,1614972182563,1614978899794,0.01,48.619,0.0,0.0,0.0,0.0,0.0,495,0.01,0.0,29.0,,315.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 320 Put (Weekly),PUT,SPY_030821P320,OPR,0.0,0.01,0.01,0.01,0,1326,0X1326,0,0.02,0.01,0.0,0.0,572,,1614976915720,1614978899896,0.01,44.897,0.0,0.0,0.0,0.0,0.0,1174,0.01,0.0,29.0,,320.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 325 Put (Weekly),PUT,SPY_030821P325,OPR,0.0,0.01,0.01,0.01,0,1061,0X1061,0,0.02,0.01,0.0,0.0,763,,1614977005938,1614978899712,0.01,41.249,0.0,0.0,0.0,0.0,0.0,437,0.01,0.0,29.0,,325.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 330 Put (Weekly),PUT,SPY_030821P330,OPR,0.0,0.01,0.01,0.01,0,1124,0X1124,0,0.04,0.01,0.0,0.0,1918,,1614978557991,1614978899759,0.01,37.635,0.0,0.0,0.0,0.0,0.0,1834,0.01,0.0,29.0,,330.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 8 2021 335 Put (Weekly),PUT,SPY_030821P335,OPR,0.01,0.02,0.01,0.02,320,2341,320X2341,0,0.05,0.01,0.0,0.0,441,,1614978615361,1614978899806,0.01,34.067,0.0,0.0,0.0,0.0,0.0,398,0.01,0.0,29.0,,335.0,1615237200000,1,S,1615251600000,100.0, ,,,9900.0,0.01,14900.0,False,False,False,03-07-2021
SPY Mar 8 2021 340 Put (Weekly),PUT,SPY_030821P340,OPR,0.01,0.02,0.01,0.02,636,1791,636X1791,0,0.09,0.01,0.0,0.0,1941,,1614977625080,1614978899794,0.01,31.733,0.0,0.0,0.0,0.0,0.0,1201,0.01,0.0,29.0,,340.0,1615237200000,1,S,1615251600000,100.0, ,,,4900.0,0.01,7400.0,False,False,False,03-07-2021
SPY Mar 8 2021 345 Put (Weekly),PUT,SPY_030821P345,OPR,0.01,0.02,0.02,0.02,2069,699,2069X699,0,0.14,0.01,0.0,0.0,1587,,1614978735324,1614978899896,0.02,31.181,0.0,0.0,-0.002,0.0,0.0,3388,0.02,0.001,29.0,,345.0,1615237200000,1,S,1615251600000,100.0, ,,,1900.0,0.01,1400.0,False,False,False,03-07-2021
SPY Mar 8 2021 350 Put (Weekly),PUT,SPY_030821P350,OPR,0.02,0.03,0.03,0.03,1286,1131,1286X1131,0,0.23,0.01,0.0,0.01,3546,,1614978358874,1614978899806,0.02,31.245,-0.002,0.0,-0.008,0.002,0.0,5746,0.03,0.006,29.0,,350.0,1615237200000,1,S,1615251600000,100.0, ,,,435.71,0.02,346.43,False,False,False,03-07-2021
SPY Mar 8 2021 352 Put (Weekly),PUT,SPY_030821P352,OPR,0.02,0.03,0.02,0.03,4343,62,4343X62,0,0.27,0.02,0.0,0.01,1435,,1614977966489,1614978899896,0.01,31.274,-0.003,0.001,-0.014,0.003,0.0,1279,0.02,0.011,29.0,,352.0,1615237200000,1,S,1615251600000,100.0, ,,,90.48,0.01,138.1,False,False,False,03-07-2021
SPY Mar 8 2021 353 Put (Weekly),PUT,SPY_030821P353,OPR,0.03,0.04,0.03,0.04,898,1205,898X1205,0,0.32,0.02,0.0,0.01,3009,,1614978144125,1614978899896,0.02,31.266,-0.004,0.001,-0.018,0.004,0.0,995,0.03,0.014,29.0,,353.0,1615237200000,1,S,1615251600000,100.0, ,,,112.77,0.02,148.23,False,False,False,03-07-2021
SPY Mar 8 2021 354 Put (Weekly),PUT,SPY_030821P354,OPR,0.03,0.04,0.03,0.04,1792,423,1792X423,0,0.36,0.03,0.0,0.02,15498,,1614977929493,1614978899865,0.01,31.26,-0.005,0.001,-0.023,0.005,0.0,833,0.03,0.019,29.0,,354.0,1615237200000,1,S,1615251600000,100.0, ,,,59.57,0.02,86.17,False,False,False,03-07-2021
SPY Mar 8 2021 355 Put (Weekly),PUT,SPY_030821P355,OPR,0.04,0.05,0.04,0.05,236,1664,236X1664,0,0.4,0.02,0.0,0.02,4094,,1614978886894,1614978899794,0.02,31.258,-0.006,0.001,-0.029,0.007,0.0,3476,0.04,0.025,29.0,,355.0,1615237200000,1,S,1615251600000,100.0, ,,,60.64,0.02,80.72,False,False,False,03-07-2021
SPY Mar 8 2021 356 Put (Weekly),PUT,SPY_030821P356,OPR,0.04,0.05,0.05,0.05,1208,518,1208X518,0,0.44,0.03,0.0,0.03,11207,,1614978352188,1614978899865,0.02,31.263,-0.008,0.002,-0.036,0.009,0.0,771,0.05,0.033,29.0,,356.0,1615237200000,1,S,1615251600000,100.0, ,,,52.44,0.01,37.2,False,False,False,03-07-2021
SPY Mar 8 2021 357 Put (Weekly),PUT,SPY_030821P357,OPR,0.05,0.06,0.05,0.06,236,1634,236X1634,0,0.5,0.03,0.0,0.04,5772,,1614978428518,1614978899809,0.01,31.108,-0.01,0.002,-0.043,0.01,0.0,846,0.05,0.041,29.0,,357.0,1615237200000,1,S,1615251600000,100.0, ,,,21.36,0.01,33.5,False,False,False,03-07-2021
SPY Mar 8 2021 358 Put (Weekly),PUT,SPY_030821P358,OPR,0.05,0.06,0.06,0.06,956,463,956X463,0,0.57,0.03,0.0,0.05,15253,,1614978894321,1614978899864,0.01,30.801,-0.012,0.003,-0.05,0.012,0.0,1359,0.06,0.05,29.0,,358.0,1615237200000,1,S,1615251600000,100.0, ,,,20.72,0.01,10.66,False,False,False,03-07-2021
SPY Mar 8 2021 359 Put (Weekly),PUT,SPY_030821P359,OPR,0.06,0.07,0.06,0.07,236,1197,236X1197,0,0.66,0.04,0.0,0.06,4990,,1614977994008,1614978899794,0.0,30.363,-0.014,0.003,-0.057,0.014,-0.001,1135,0.06,0.058,29.0,,359.0,1615237200000,1,S,1615251600000,100.0, ,,,3.27,0.01,11.88,False,False,False,03-07-2021
SPY Mar 8 2021 360 Put (Weekly),PUT,SPY_030821P360,OPR,0.06,0.07,0.07,0.07,1426,1,1426X1,0,0.76,0.04,0.0,0.07,26695,,1614978854645,1614978899806,0.0,29.836,-0.016,0.003,-0.063,0.015,-0.001,8828,0.07,0.067,29.0,,360.0,1615237200000,1,S,1615251600000,100.0, ,,,5.11,0.0,-2.4,False,False,False,03-07-2021
SPY Mar 8 2021 361 Put (Weekly),PUT,SPY_030821P361,OPR,0.07,0.08,0.08,0.08,836,396,836X396,0,0.86,0.04,0.0,0.08,8413,,1614978620804,1614978899809,0.0,29.223,-0.018,0.004,-0.068,0.017,-0.001,964,0.08,0.075,29.0,,361.0,1615237200000,1,S,1615251600000,100.0, ,,,6.67,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 362 Put (Weekly),PUT,SPY_030821P362,OPR,0.08,0.09,0.09,0.09,424,514,424X514,0,0.99,0.05,0.0,0.09,4370,,1614978889027,1614978899864,0.0,28.627,-0.021,0.005,-0.074,0.019,-0.001,926,0.09,0.085,29.0,,362.0,1615237200000,1,S,1615251600000,100.0, ,,,5.88,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 363 Put (Weekly),PUT,SPY_030821P363,OPR,0.09,0.1,0.1,0.1,247,533,247X533,0,1.14,0.06,0.0,0.09,5210,,1614978866210,1614978899896,0.0,27.957,-0.023,0.005,-0.08,0.021,-0.001,5021,0.1,0.095,29.0,,363.0,1615237200000,1,S,1615251600000,100.0, ,,,5.26,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 364 Put (Weekly),PUT,SPY_030821P364,OPR,0.1,0.11,0.1,0.11,324,431,324X431,0,1.31,0.06,0.0,0.1,5856,,1614978894321,1614978899896,0.0,27.223,-0.026,0.006,-0.086,0.023,-0.001,2308,0.1,0.105,29.0,,364.0,1615237200000,1,S,1615251600000,100.0, ,,,-4.76,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 365 Put (Weekly),PUT,SPY_030821P365,OPR,0.11,0.12,0.12,0.12,524,250,524X250,0,1.5,0.07,0.0,0.12,15424,,1614978896350,1614978899896,0.0,26.471,-0.029,0.007,-0.092,0.026,-0.001,3517,0.12,0.116,29.0,,365.0,1615237200000,1,S,1615251600000,100.0, ,,,3.45,0.0,-0.86,False,False,False,03-07-2021
SPY Mar 8 2021 366 Put (Weekly),PUT,SPY_030821P366,OPR,0.13,0.14,0.14,0.14,212,483,212X483,0,1.7,0.08,0.0,0.13,7040,,1614978855250,1614978899863,0.01,25.9,-0.034,0.008,-0.101,0.029,-0.001,1054,0.14,0.134,29.0,,366.0,1615237200000,1,S,1615251600000,100.0, ,,,4.63,0.0,0.9,False,False,False,03-07-2021
SPY Mar 8 2021 367 Put (Weekly),PUT,SPY_030821P367,OPR,0.14,0.16,0.15,0.15,1133,681,1133X681,0,1.92,0.1,0.0,0.15,13389,,1614978896350,1614978899896,0.0,25.233,-0.039,0.009,-0.11,0.032,-0.002,2477,0.15,0.152,29.0,,367.0,1615237200000,1,S,1615251600000,100.0, ,,,-1.06,0.0,-1.06,False,False,False,03-07-2021
SPY Mar 8 2021 368 Put (Weekly),PUT,SPY_030821P368,OPR,0.16,0.18,0.17,0.17,1049,450,1049X450,0,2.19,0.11,0.0,0.17,14838,,1614978891414,1614978899927,0.0,24.532,-0.044,0.01,-0.119,0.036,-0.002,3253,0.17,0.171,29.0,,368.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.7,0.0,-0.7,False,False,False,03-07-2021
SPY Mar 8 2021 369 Put (Weekly),PUT,SPY_030821P369,OPR,0.19,0.21,0.21,0.2,221,612,221X612,0,2.46,0.13,0.0,0.2,13391,,1614978894912,1614978899896,0.01,23.938,-0.051,0.011,-0.13,0.04,-0.002,3041,0.21,0.198,29.0,,369.0,1615237200000,1,S,1615251600000,100.0, ,,,5.85,0.0,0.81,False,False,False,03-07-2021
SPY Mar 8 2021 370 Put (Weekly),PUT,SPY_030821P370,OPR,0.22,0.23,0.24,0.23,1103,1,1103X1,0,2.78,0.15,0.0,0.23,44541,,1614978891495,1614978899977,0.01,23.231,-0.058,0.013,-0.141,0.045,-0.002,12991,0.24,0.226,29.0,,370.0,1615237200000,1,S,1615251600000,100.0, ,,,6.43,0.0,-0.22,False,False,False,03-07-2021
SPY Mar 8 2021 371 Put (Weekly),PUT,SPY_030821P371,OPR,0.27,0.29,0.29,0.28,50,779,50X779,0,3.13,0.17,0.0,0.28,19565,,1614978893095,1614978899865,0.01,22.929,-0.071,0.015,-0.161,0.052,-0.003,3966,0.29,0.278,29.0,,371.0,1615237200000,1,S,1615251600000,100.0, ,,,4.28,0.0,0.68,False,False,False,03-07-2021
SPY Mar 8 2021 372 Put (Weekly),PUT,SPY_030821P372,OPR,0.32,0.34,0.35,0.33,50,178,50X178,0,3.5,0.21,0.0,0.33,21218,,1614978886545,1614978899927,0.02,22.435,-0.083,0.018,-0.179,0.059,-0.003,2597,0.35,0.331,29.0,,372.0,1615237200000,1,S,1615251600000,100.0, ,,,5.84,0.0,-0.21,False,False,False,03-07-2021
SPY Mar 8 2021 373 Put (Weekly),PUT,SPY_030821P373,OPR,0.39,0.4,0.4,0.4,10,1,10X1,0,3.93,0.26,0.0,0.4,28771,,1614978899112,1614978899866,0.0,21.959,-0.098,0.02,-0.198,0.067,-0.004,6987,0.4,0.395,29.0,,373.0,1615237200000,1,S,1615251600000,100.0, ,,,1.27,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 374 Put (Weekly),PUT,SPY_030821P374,OPR,0.46,0.48,0.47,0.47,50,50,50X50,0,4.4,0.32,0.0,0.47,22495,,1614978890868,1614978899771,0.0,21.455,-0.116,0.024,-0.217,0.075,-0.004,2399,0.47,0.47,29.0,,374.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 375 Put (Weekly),PUT,SPY_030821P375,OPR,0.55,0.57,0.57,0.56,50,10,50X10,0,4.9,0.4,0.0,0.56,48480,,1614978895812,1614978899896,0.01,20.952,-0.136,0.027,-0.237,0.084,-0.005,5158,0.57,0.56,29.0,,375.0,1615237200000,1,S,1615251600000,100.0, ,,,1.79,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 376 Put (Weekly),PUT,SPY_030821P376,OPR,0.66,0.67,0.65,0.67,10,10,10X10,0,5.44,0.49,0.0,0.67,29308,,1614978866401,1614978899933,-0.01,20.42,-0.159,0.031,-0.257,0.093,-0.006,11270,0.65,0.665,29.0,,376.0,1615237200000,1,S,1615251600000,100.0, ,,,-2.26,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 377 Put (Weekly),PUT,SPY_030821P377,OPR,0.78,0.8,0.79,0.79,25,42,25X42,0,5.99,0.59,0.0,0.79,26153,,1614978896437,1614978899801,0.0,19.882,-0.187,0.035,-0.277,0.103,-0.007,5985,0.79,0.79,29.0,,377.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 378 Put (Weekly),PUT,SPY_030821P378,OPR,0.93,0.96,0.94,0.95,50,11,50X11,0,6.7,0.71,0.0,0.94,33816,,1614978886960,1614978899887,0.0,19.393,-0.219,0.04,-0.297,0.114,-0.008,4579,0.94,0.945,29.0,,378.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.53,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 379 Put (Weekly),PUT,SPY_030821P379,OPR,1.12,1.14,1.1,1.13,10,10,10X10,0,7.04,0.87,0.0,1.13,22258,,1614978865212,1614978899958,-0.03,18.905,-0.256,0.044,-0.315,0.124,-0.01,2162,1.1,1.13,29.0,,379.0,1615237200000,1,S,1615251600000,100.0, ,,,-2.65,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 380 Put (Weekly),PUT,SPY_030821P380,OPR,1.35,1.36,1.35,1.36,70,10,70X10,0,8.15,1.05,0.0,1.36,43767,,1614978899664,1614978900003,0.0,18.455,-0.298,0.049,-0.331,0.134,-0.012,7610,1.35,1.355,29.0,,380.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.37,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 381 Put (Weekly),PUT,SPY_030821P381,OPR,1.59,1.63,1.63,1.61,10,75,10X75,0,8.9,1.27,0.0,1.61,27974,,1614978897252,1614978899998,0.02,17.927,-0.345,0.053,-0.341,0.142,-0.013,2943,1.63,1.61,29.0,,381.0,1615237200000,1,S,1615251600000,100.0, ,,,1.24,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 382 Put (Weekly),PUT,SPY_030821P382,OPR,1.89,1.93,1.86,1.91,25,54,25X54,0,9.4,1.5,0.0,1.91,18103,,1614978861780,1614978899969,-0.05,17.392,-0.398,0.058,-0.346,0.148,-0.015,3549,1.86,1.91,29.0,,382.0,1615237200000,1,S,1615251600000,100.0, ,,,-2.62,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 383 Put (Weekly),PUT,SPY_030821P383,OPR,2.24,2.29,2.27,2.27,31,10,31X10,0,10.51,1.79,0.0,2.27,19930,,1614978898565,1614978899998,0.0,16.877,-0.455,0.061,-0.344,0.153,-0.017,4573,2.27,2.265,29.0,,383.0,1615237200000,1,S,1615251600000,100.0, ,,,0.22,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 384 Put (Weekly),PUT,SPY_030821P384,OPR,2.66,2.72,2.71,2.69,70,50,70X50,0,11.41,2.15,0.0,2.69,11612,,1614978892005,1614978899962,0.02,16.451,-0.517,0.063,-0.337,0.153,-0.02,2838,2.34,2.692,29.0,,384.0,1615237200000,1,S,1615251600000,100.0, ,,,0.68,0.0,-0.06,False,True,False,03-07-2021
SPY Mar 8 2021 385 Put (Weekly),PUT,SPY_030821P385,OPR,3.13,3.2,3.16,3.17,25,25,25X25,0,12.2,2.54,0.0,3.17,9244,,1614978893886,1614978899933,-0.01,15.921,-0.583,0.064,-0.318,0.15,-0.022,2852,1.79,3.168,29.0,,385.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.22,0.0,-0.06,False,True,False,03-07-2021
SPY Mar 8 2021 386 Put (Weekly),PUT,SPY_030821P386,OPR,3.68,3.79,3.65,3.74,25,20,25X20,0,13.05,3.05,0.0,3.73,3042,,1614978812023,1614978899938,-0.08,15.506,-0.649,0.062,-0.293,0.143,-0.024,2083,1.28,3.728,29.0,,386.0,1615237200000,1,S,1615251600000,100.0, ,,,-2.07,0.01,0.21,False,True,False,03-07-2021
SPY Mar 8 2021 387 Put (Weekly),PUT,SPY_030821P387,OPR,4.3,4.41,4.42,4.36,25,20,25X20,0,14.23,3.64,0.0,4.35,8483,,1614978384882,1614978899938,0.07,15.059,-0.714,0.059,-0.259,0.131,-0.025,3050,1.05,4.354,29.0,,387.0,1615237200000,1,S,1615251600000,100.0, ,,,1.56,0.0,0.07,False,True,False,03-07-2021
