description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,mini,inTheMoney
SPY Feb 19 2021 165 Put,PUT,SPY_021921P165,OPR,0.0,0.01,0.01,0.0,0,11000,0X11000,0,0.0,0.0,0.0,0.0,0,,1612888587168,1613682898995,0.01,296.923,0.0,0.0,-0.001,0.0,0.0,17954,0.01,0.0,29.0,,165.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 170 Put,PUT,SPY_021921P170,OPR,0.0,0.01,0.01,0.0,0,11410,0X11410,0,0.0,0.0,0.0,0.0,0,,1612376470490,1613682898995,0.01,286.989,0.0,0.0,-0.001,0.0,0.0,7745,0.01,0.0,29.0,,170.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 175 Put,PUT,SPY_021921P175,OPR,0.0,0.01,0.01,0.0,0,12028,0X12028,0,0.0,0.0,0.0,0.0,0,,1613065689015,1613682898995,0.01,277.266,0.0,0.0,-0.001,0.0,0.0,4480,0.01,0.0,29.0,,175.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 180 Put,PUT,SPY_021921P180,OPR,0.0,0.01,0.01,0.0,0,11814,0X11814,0,0.0,0.0,0.0,0.0,0,,1612903591475,1613682898995,0.01,267.788,0.0,0.0,-0.001,0.0,0.0,65753,0.01,0.0,29.0,,180.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 185 Put,PUT,SPY_021921P185,OPR,0.0,0.01,0.01,0.0,0,11595,0X11595,0,0.0,0.0,0.0,0.0,0,,1612285469431,1613682898996,0.01,258.528,0.0,0.0,-0.001,0.0,0.0,2967,0.01,0.0,29.0,,185.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 190 Put,PUT,SPY_021921P190,OPR,0.0,0.01,0.01,0.0,0,13169,0X13169,0,0.0,0.0,0.0,0.0,0,,1612376415008,1613682898995,0.01,249.671,0.0,0.0,-0.001,0.0,0.0,4768,0.01,0.0,29.0,,190.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 195 Put,PUT,SPY_021921P195,OPR,0.0,0.01,0.01,0.0,0,12426,0X12426,0,0.0,0.0,0.0,0.0,0,,1612363776133,1613682898995,0.01,240.936,0.0,0.0,-0.001,0.0,0.0,19251,0.01,0.0,29.0,,195.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 200 Put,PUT,SPY_021921P200,OPR,0.0,0.01,0.01,0.0,0,11102,0X11102,0,0.0,0.0,0.0,0.0,0,,1612990637467,1613682898995,0.01,232.434,0.0,0.0,-0.001,0.0,0.0,25693,0.01,0.0,29.0,,200.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 205 Put,PUT,SPY_021921P205,OPR,0.0,0.01,0.01,0.0,0,12563,0X12563,0,0.0,0.0,0.0,0.0,0,,1612281039079,1613682898995,0.01,224.115,0.0,0.0,-0.001,0.0,0.0,14844,0.01,0.0,29.0,,205.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 210 Put,PUT,SPY_021921P210,OPR,0.0,0.01,0.01,0.0,0,12387,0X12387,0,0.0,0.0,0.0,0.0,0,,1612795325061,1613682898995,0.01,216.027,0.0,0.0,-0.001,0.0,0.0,8244,0.01,0.0,29.0,,210.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 215 Put,PUT,SPY_021921P215,OPR,0.0,0.01,0.01,0.0,0,12069,0X12069,0,0.0,0.0,0.0,0.0,0,,1612456768250,1613682898995,0.01,208.016,0.0,0.0,-0.001,0.0,0.0,3894,0.01,0.0,29.0,,215.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 220 Put,PUT,SPY_021921P220,OPR,0.0,0.01,0.01,0.0,0,11914,0X11914,0,0.0,0.0,0.0,0.0,0,,1613572200239,1613682898996,0.01,200.399,0.0,0.0,-0.001,0.0,0.0,9082,0.01,0.0,29.0,,220.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 225 Put,PUT,SPY_021921P225,OPR,0.0,0.01,0.01,0.0,0,10416,0X10416,0,0.0,0.0,0.0,0.0,0,,1612975538403,1613682898995,0.01,192.793,0.0,0.0,-0.001,0.0,0.0,5697,0.01,0.0,29.0,,225.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 230 Put,PUT,SPY_021921P230,OPR,0.0,0.01,0.01,0.0,0,11632,0X11632,0,0.0,0.0,0.0,0.0,0,,1613588212737,1613682898996,0.01,185.366,0.0,0.0,-0.001,0.0,0.0,5683,0.01,0.0,29.0,,230.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 235 Put,PUT,SPY_021921P235,OPR,0.0,0.01,0.01,0.0,0,11542,0X11542,0,0.0,0.0,0.0,0.0,0,,1613485800131,1613682898995,0.01,178.115,0.0,0.0,-0.001,0.0,0.0,18001,0.01,0.0,29.0,,235.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 240 Put,PUT,SPY_021921P240,OPR,0.0,0.01,0.01,0.0,0,11400,0X11400,0,0.0,0.0,0.0,0.0,0,,1613492238346,1613682898995,0.01,170.979,0.0,0.0,-0.001,0.0,0.0,8915,0.01,0.0,29.0,,240.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 245 Put,PUT,SPY_021921P245,OPR,0.0,0.01,0.01,0.0,0,11291,0X11291,0,0.01,0.01,0.0,0.0,1,,1613682533093,1613682898996,0.01,163.997,0.0,0.0,-0.001,0.0,0.0,7943,0.01,0.0,29.0,,245.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 250 Put,PUT,SPY_021921P250,OPR,0.0,0.01,0.01,0.0,0,11642,0X11642,0,0.01,0.01,0.0,0.0,1,,1613676647448,1613682898995,0.01,157.206,0.0,0.0,-0.001,0.0,0.0,12082,0.01,0.0,29.0,,250.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 255 Put,PUT,SPY_021921P255,OPR,0.0,0.01,0.01,0.0,0,11524,0X11524,0,0.0,0.0,0.0,0.0,0,,1613588548853,1613682898995,0.01,150.471,0.0,0.0,-0.001,0.0,0.0,7838,0.01,0.0,29.0,,255.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 260 Put,PUT,SPY_021921P260,OPR,0.0,0.01,0.01,0.0,0,11442,0X11442,0,0.0,0.0,0.0,0.0,0,,1612987749945,1613682898995,0.01,143.94,0.0,0.0,-0.001,0.0,0.0,10081,0.01,0.0,29.0,,260.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 265 Put,PUT,SPY_021921P265,OPR,0.0,0.01,0.01,0.0,0,11269,0X11269,0,0.01,0.01,0.0,0.0,1,,1613682559474,1613682898995,0.01,137.409,0.0,0.0,-0.001,0.0,0.0,6658,0.01,0.0,29.0,,265.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 270 Put,PUT,SPY_021921P270,OPR,0.0,0.01,0.01,0.0,0,11053,0X11053,0,0.0,0.0,0.0,0.0,0,,1613068420601,1613682898995,0.01,131.053,0.0,0.0,-0.001,0.0,0.0,8074,0.01,0.0,29.0,,270.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 275 Put,PUT,SPY_021921P275,OPR,0.0,0.01,0.01,0.0,0,11391,0X11391,0,0.0,0.0,0.0,0.0,0,,1613591235460,1613682898995,0.01,124.816,0.0,0.0,-0.001,0.0,0.0,6002,0.01,0.0,29.0,,275.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 276 Put,PUT,SPY_021921P276,OPR,0.0,0.01,0.01,0.0,0,11379,0X11379,0,0.0,0.0,0.0,0.0,0,,1612971444243,1613682898995,0.01,123.539,0.0,0.0,-0.001,0.0,0.0,2334,0.01,0.0,29.0,,276.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 277 Put,PUT,SPY_021921P277,OPR,0.0,0.01,0.02,0.0,0,11320,0X11320,0,0.0,0.0,0.0,0.0,0,,1612557021563,1613682898996,0.02,122.332,0.0,0.0,-0.001,0.0,0.0,4581,0.02,0.0,29.0,,277.0,1613768400000,1,R,1613782800000,100.0, ,,,19900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 278 Put,PUT,SPY_021921P278,OPR,0.0,0.01,0.01,0.0,0,11261,0X11261,0,0.0,0.0,0.0,0.0,0,,1613141205292,1613682898995,0.01,121.113,0.0,0.0,-0.001,0.0,0.0,1676,0.01,0.0,29.0,,278.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 279 Put,PUT,SPY_021921P279,OPR,0.0,0.01,0.01,0.0,0,11238,0X11238,0,0.0,0.0,0.0,0.0,0,,1613501066913,1613682898995,0.01,119.875,0.0,0.0,-0.001,0.0,0.0,2966,0.01,0.0,29.0,,279.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 280 Put,PUT,SPY_021921P280,OPR,0.0,0.01,0.01,0.0,0,11216,0X11216,0,0.01,0.01,0.0,0.0,1,,1613658624332,1613682898995,0.01,118.678,0.0,0.0,-0.001,0.0,0.0,30718,0.01,0.0,29.0,,280.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 281 Put,PUT,SPY_021921P281,OPR,0.0,0.01,0.01,0.0,0,11206,0X11206,0,0.0,0.0,0.0,0.0,0,,1613071305648,1613682898995,0.01,117.419,0.0,0.0,-0.001,0.0,0.0,5708,0.01,0.0,29.0,,281.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 282 Put,PUT,SPY_021921P282,OPR,0.0,0.01,0.02,0.0,0,11146,0X11146,0,0.0,0.0,0.0,0.0,0,,1613076869624,1613682898995,0.02,116.24,0.0,0.0,-0.001,0.0,0.0,3048,0.02,0.0,29.0,,282.0,1613768400000,1,R,1613782800000,100.0, ,,,19900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 283 Put,PUT,SPY_021921P283,OPR,0.0,0.01,0.01,0.0,0,11116,0X11116,0,0.0,0.0,0.0,0.0,0,,1612980654408,1613682898995,0.01,115.058,0.0,0.0,-0.001,0.0,0.0,2100,0.01,0.0,29.0,,283.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 284 Put,PUT,SPY_021921P284,OPR,0.0,0.01,0.01,0.0,0,11075,0X11075,0,0.0,0.0,0.0,0.0,0,,1613064859250,1613682898995,0.01,113.799,0.0,0.0,-0.001,0.0,0.0,3901,0.01,0.0,29.0,,284.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 285 Put,PUT,SPY_021921P285,OPR,0.0,0.01,0.01,0.0,0,11040,0X11040,0,0.0,0.0,0.0,0.0,0,,1613581529234,1613682898996,0.01,112.618,0.0,0.0,-0.001,0.0,0.0,11442,0.01,0.0,29.0,,285.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 286 Put,PUT,SPY_021921P286,OPR,0.0,0.01,0.01,0.0,0,10983,0X10983,0,0.0,0.0,0.0,0.0,0,,1613053909032,1613682898996,0.01,111.443,0.0,0.0,-0.001,0.0,0.0,5368,0.01,0.0,29.0,,286.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 287 Put,PUT,SPY_021921P287,OPR,0.0,0.01,0.02,0.0,0,10967,0X10967,0,0.0,0.0,0.0,0.0,0,,1612985172326,1613682898997,0.02,110.22,0.0,0.0,-0.001,0.0,0.0,4135,0.02,0.0,29.0,,287.0,1613768400000,1,R,1613782800000,100.0, ,,,19900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 288 Put,PUT,SPY_021921P288,OPR,0.0,0.01,0.01,0.0,0,10926,0X10926,0,0.01,0.01,0.0,0.0,10,,1613658639540,1613682898997,0.01,109.041,0.0,0.0,-0.001,0.0,0.0,5207,0.01,0.0,29.0,,288.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 289 Put,PUT,SPY_021921P289,OPR,0.0,0.01,0.01,0.0,0,10926,0X10926,0,0.0,0.0,0.0,0.0,0,,1613142755139,1613682898998,0.01,107.856,0.0,0.0,-0.001,0.0,0.0,4931,0.01,0.0,29.0,,289.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 290 Put,PUT,SPY_021921P290,OPR,0.0,0.01,0.01,0.0,0,10873,0X10873,0,0.0,0.0,0.0,0.0,0,,1613590561645,1613682898998,0.01,106.678,0.0,0.0,-0.001,0.0,0.0,50854,0.01,0.0,29.0,,290.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 291 Put,PUT,SPY_021921P291,OPR,0.0,0.01,0.01,0.0,0,10826,0X10826,0,0.0,0.0,0.0,0.0,0,,1613505297809,1613682898998,0.01,105.464,0.0,0.0,-0.001,0.0,0.0,5497,0.01,0.0,29.0,,291.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 292 Put,PUT,SPY_021921P292,OPR,0.0,0.01,0.01,0.0,0,12391,0X12391,0,0.0,0.0,0.0,0.0,0,,1613587472328,1613682898998,0.01,104.287,0.0,0.0,-0.001,0.0,0.0,3478,0.01,0.0,29.0,,292.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 293 Put,PUT,SPY_021921P293,OPR,0.0,0.01,0.01,0.0,0,13383,0X13383,0,0.0,0.0,0.0,0.0,0,,1613163911371,1613682898998,0.01,103.121,0.0,0.0,-0.001,0.0,0.0,9669,0.01,0.0,29.0,,293.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 294 Put,PUT,SPY_021921P294,OPR,0.0,0.01,0.01,0.0,0,13313,0X13313,0,0.0,0.0,0.0,0.0,0,,1613485805603,1613682898998,0.01,101.963,0.0,0.0,-0.001,0.0,0.0,15981,0.01,0.0,29.0,,294.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 295 Put,PUT,SPY_021921P295,OPR,0.0,0.01,0.01,0.0,0,12673,0X12673,0,0.0,0.0,0.0,0.0,0,,1613490136769,1613682898998,0.01,100.84,0.0,0.0,-0.001,0.0,0.0,7081,0.01,0.0,29.0,,295.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 296 Put,PUT,SPY_021921P296,OPR,0.0,0.01,0.02,0.0,0,12566,0X12566,0,0.0,0.0,0.0,0.0,0,,1613071786599,1613682899967,0.02,99.65,0.0,0.0,-0.001,0.0,0.0,3111,0.02,0.0,29.0,,296.0,1613768400000,1,R,1613782800000,100.0, ,,,19900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 297 Put,PUT,SPY_021921P297,OPR,0.0,0.01,0.01,0.0,0,12656,0X12656,0,0.0,0.0,0.0,0.0,0,,1613159509538,1613682898998,0.01,98.458,0.0,0.0,-0.001,0.0,0.0,3852,0.01,0.0,29.0,,297.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 298 Put,PUT,SPY_021921P298,OPR,0.0,0.01,0.01,0.0,0,12688,0X12688,0,0.0,0.0,0.0,0.0,0,,1613161311015,1613682898998,0.01,97.292,0.0,0.0,-0.001,0.0,0.0,6184,0.01,0.0,29.0,,298.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 299 Put,PUT,SPY_021921P299,OPR,0.0,0.01,0.01,0.0,0,12374,0X12374,0,0.0,0.0,0.0,0.0,0,,1613161289066,1613682898998,0.01,96.19,0.0,0.0,-0.001,0.0,0.0,4503,0.01,0.0,29.0,,299.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 300 Put,PUT,SPY_021921P300,OPR,0.0,0.01,0.01,0.0,0,12300,0X12300,0,0.01,0.01,0.0,0.0,8,,1613671243923,1613682899554,0.01,95.033,0.0,0.0,-0.001,0.0,0.0,42713,0.01,0.0,29.0,,300.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 301 Put,PUT,SPY_021921P301,OPR,0.0,0.01,0.01,0.0,0,12218,0X12218,0,0.0,0.0,0.0,0.0,0,,1613578366691,1613682899000,0.01,93.847,0.0,0.0,-0.001,0.0,0.0,4733,0.01,0.0,29.0,,301.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 302 Put,PUT,SPY_021921P302,OPR,0.0,0.01,0.01,0.0,0,12116,0X12116,0,0.0,0.0,0.0,0.0,0,,1613509678711,1613682898998,0.01,92.72,0.0,0.0,-0.001,0.0,0.0,4185,0.01,0.0,29.0,,302.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 303 Put,PUT,SPY_021921P303,OPR,0.0,0.01,0.01,0.0,0,12174,0X12174,0,0.0,0.0,0.0,0.0,0,,1613508149822,1613682898998,0.01,91.605,0.0,0.0,-0.001,0.0,0.0,2449,0.01,0.0,29.0,,303.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 304 Put,PUT,SPY_021921P304,OPR,0.0,0.01,0.01,0.0,0,9926,0X9926,0,0.0,0.0,0.0,0.0,0,,1613508551159,1613682898998,0.01,90.476,0.0,0.0,-0.001,0.0,0.0,7127,0.01,0.0,29.0,,304.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 305 Put,PUT,SPY_021921P305,OPR,0.0,0.01,0.01,0.0,0,10634,0X10634,0,0.0,0.0,0.0,0.0,0,,1613573768513,1613682898998,0.01,89.347,0.0,0.0,-0.001,0.0,0.0,28519,0.01,0.0,29.0,,305.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 306 Put,PUT,SPY_021921P306,OPR,0.0,0.01,0.01,0.0,0,11075,0X11075,0,0.0,0.0,0.0,0.0,0,,1613508425880,1613682898998,0.01,88.222,0.0,0.0,-0.001,0.0,0.0,7334,0.01,0.0,29.0,,306.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 307 Put,PUT,SPY_021921P307,OPR,0.0,0.01,0.01,0.0,0,10981,0X10981,0,0.0,0.0,0.0,0.0,0,,1613579144747,1613682898998,0.01,87.109,0.0,0.0,-0.001,0.0,0.0,5114,0.01,0.0,29.0,,307.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 308 Put,PUT,SPY_021921P308,OPR,0.0,0.01,0.01,0.0,0,10875,0X10875,0,0.0,0.0,0.0,0.0,0,,1613579177316,1613682898998,0.01,85.966,0.0,0.0,-0.001,0.0,0.0,2880,0.01,0.0,29.0,,308.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 309 Put,PUT,SPY_021921P309,OPR,0.0,0.01,0.01,0.0,0,10792,0X10792,0,0.0,0.0,0.0,0.0,0,,1613505874020,1613682898998,0.01,84.823,0.0,0.0,-0.001,0.0,0.0,4749,0.01,0.0,29.0,,309.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 310 Put,PUT,SPY_021921P310,OPR,0.0,0.01,0.01,0.0,0,10395,0X10395,0,0.0,0.0,0.0,0.0,0,,1613585411207,1613682898998,0.01,83.711,0.0,0.0,-0.001,0.0,0.0,123599,0.01,0.0,29.0,,310.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 311 Put,PUT,SPY_021921P311,OPR,0.0,0.01,0.01,0.0,0,10310,0X10310,0,0.0,0.0,0.0,0.0,0,,1613588404445,1613682898998,0.01,82.593,0.0,0.0,-0.001,0.0,0.0,13360,0.01,0.0,29.0,,311.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 312 Put,PUT,SPY_021921P312,OPR,0.0,0.01,0.01,0.0,0,10281,0X10281,0,0.0,0.0,0.0,0.0,0,,1613578807633,1613682898998,0.01,81.514,0.0,0.0,-0.001,0.0,0.0,13812,0.01,0.0,29.0,,312.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 313 Put,PUT,SPY_021921P313,OPR,0.0,0.01,0.01,0.0,0,10255,0X10255,0,0.0,0.0,0.0,0.0,0,,1613579505631,1613682899000,0.01,80.4,0.0,0.0,-0.001,0.0,0.0,3892,0.01,0.0,29.0,,313.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 314 Put,PUT,SPY_021921P314,OPR,0.0,0.01,0.01,0.0,0,9895,0X9895,0,0.0,0.0,0.0,0.0,0,,1613592258943,1613682898998,0.01,79.292,0.0,0.0,-0.001,0.0,0.0,5215,0.01,0.0,29.0,,314.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 315 Put,PUT,SPY_021921P315,OPR,0.0,0.01,0.01,0.0,0,9848,0X9848,0,0.01,0.01,0.0,0.0,2,,1613673648198,1613682898998,0.01,78.194,0.0,0.0,-0.001,0.0,0.0,26971,0.01,0.0,29.0,,315.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 316 Put,PUT,SPY_021921P316,OPR,0.0,0.01,0.02,0.0,0,9748,0X9748,0,0.0,0.0,0.0,0.0,0,,1613589812856,1613682898998,0.02,77.104,0.0,0.0,-0.001,0.0,0.0,4685,0.02,0.0,29.0,,316.0,1613768400000,1,R,1613782800000,100.0, ,,,19900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 317 Put,PUT,SPY_021921P317,OPR,0.0,0.01,0.01,0.0,0,9853,0X9853,0,0.01,0.01,0.0,0.0,18,,1613679840994,1613682899000,0.01,75.993,0.0,0.0,-0.001,0.0,0.0,5178,0.01,0.0,29.0,,317.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 318 Put,PUT,SPY_021921P318,OPR,0.0,0.01,0.01,0.0,0,9759,0X9759,0,0.01,0.01,0.0,0.0,18,,1613679840994,1613682898998,0.01,74.906,0.0,0.0,-0.001,0.0,0.0,8738,0.01,0.0,29.0,,318.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 319 Put,PUT,SPY_021921P319,OPR,0.0,0.01,0.01,0.0,0,10616,0X10616,0,0.0,0.0,0.0,0.0,0,,1613594634674,1613682899967,0.01,73.791,0.0,0.0,-0.001,0.0,0.0,18472,0.01,0.0,29.0,,319.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 320 Put,PUT,SPY_021921P320,OPR,0.0,0.01,0.01,0.0,0,10531,0X10531,0,0.01,0.01,0.0,0.0,75,,1613681287948,1613682899000,0.01,72.758,0.0,0.0,-0.001,0.0,0.0,22115,0.01,0.0,29.0,,320.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 321 Put,PUT,SPY_021921P321,OPR,0.0,0.01,0.01,0.0,0,10576,0X10576,0,0.01,0.01,0.0,0.0,1,,1613679715778,1613682899554,0.01,71.661,0.0,0.0,-0.001,0.0,0.0,10842,0.01,0.0,29.0,,321.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 322 Put,PUT,SPY_021921P322,OPR,0.0,0.01,0.01,0.0,0,10783,0X10783,0,0.0,0.0,0.0,0.0,0,,1613594730382,1613682899554,0.01,70.542,0.0,0.0,-0.001,0.0,0.0,8054,0.01,0.0,29.0,,322.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 323 Put,PUT,SPY_021921P323,OPR,0.0,0.01,0.01,0.0,0,10576,0X10576,0,0.01,0.01,0.0,0.0,11,,1613680399337,1613682899000,0.01,69.486,0.0,0.0,-0.001,0.0,0.0,8078,0.01,0.0,29.0,,323.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 324 Put,PUT,SPY_021921P324,OPR,0.0,0.01,0.01,0.0,0,10334,0X10334,0,0.01,0.01,0.0,0.0,6,,1613671245457,1613682899554,0.01,68.425,0.0,0.0,-0.001,0.0,0.0,6170,0.01,0.0,29.0,,324.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 325 Put,PUT,SPY_021921P325,OPR,0.0,0.01,0.01,0.0,0,10253,0X10253,0,0.01,0.01,0.0,0.0,98,,1613682559474,1613682899554,0.01,67.345,0.0,0.0,-0.001,0.0,0.0,42729,0.01,0.0,29.0,,325.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
SPY Feb 19 2021 326 Put,PUT,SPY_021921P326,OPR,0.0,0.01,0.01,0.0,0,10522,0X10522,0,0.01,0.01,0.0,0.0,102,,1613661624296,1613682899000,0.01,66.277,0.0,0.0,-0.001,0.0,0.0,7807,0.01,0.0,29.0,,326.0,1613768400000,1,R,1613782800000,100.0, ,,,9900.0,0.0,0.0,False,False,False
