description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,mini,inTheMoney
SPY Feb 19 2021 165 Call,CALL,SPY_021921C165,OPR,225.37,226.02,0.0,225.69,74,137,74X137,0,0.0,0.0,0.0,227.24,0,,0,1613682893868,0.0,296.923,1.0,0.0,0.0,0.0,0.0,0,-0.02,225.72,29.0,,165.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.69,False,False,True
SPY Feb 19 2021 170 Call,CALL,SPY_021921C170,OPR,220.37,221.02,0.0,220.69,74,137,74X137,0,0.0,0.0,0.0,222.24,0,,0,1613682893867,0.0,286.989,1.0,0.0,0.0,0.0,0.0,0,-0.02,220.72,29.0,,170.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.7,False,False,True
SPY Feb 19 2021 175 Call,CALL,SPY_021921C175,OPR,215.37,216.02,192.83,215.69,74,137,74X137,0,0.0,0.0,0.0,217.24,0,,1607965283053,1613682893866,-24.42,277.266,1.0,0.0,0.0,0.0,0.0,0,-22.89,215.72,29.0,,175.0,1613768400000,1,R,1613782800000,100.0, ,,,-11.24,-1.56,-0.72,False,False,True
SPY Feb 19 2021 180 Call,CALL,SPY_021921C180,OPR,210.37,211.02,0.0,210.69,74,137,74X137,0,0.0,0.0,0.0,212.24,0,,0,1613682893866,0.0,267.788,1.0,0.0,0.0,0.0,0.0,0,-0.02,210.72,29.0,,180.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.73,False,False,True
SPY Feb 19 2021 185 Call,CALL,SPY_021921C185,OPR,205.37,206.02,0.0,205.69,74,137,74X137,0,0.0,0.0,0.0,207.24,0,,0,1613682893866,0.0,258.528,1.0,0.0,0.0,0.0,0.0,0,-0.02,205.72,29.0,,185.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.75,False,False,True
SPY Feb 19 2021 190 Call,CALL,SPY_021921C190,OPR,200.37,201.02,0.0,200.69,74,137,74X137,0,0.0,0.0,0.0,202.24,0,,0,1613682893866,0.0,249.671,1.0,0.0,0.0,0.0,0.0,0,-0.02,200.72,29.0,,190.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.77,False,False,True
SPY Feb 19 2021 195 Call,CALL,SPY_021921C195,OPR,195.37,196.02,168.02,195.69,74,137,74X137,0,0.0,0.0,0.0,197.24,0,,1606247453162,1613682893868,-29.23,240.936,1.0,0.0,0.0,0.0,0.0,0,-27.7,195.72,29.0,,195.0,1613768400000,1,R,1613782800000,100.0, ,,,-14.82,-1.56,-0.79,False,False,True
SPY Feb 19 2021 200 Call,CALL,SPY_021921C200,OPR,190.37,191.02,191.3,190.69,74,137,74X137,0,191.3,191.3,0.0,192.24,10,,1613679140404,1613682893866,-0.94,232.434,1.0,0.0,0.0,0.0,0.0,4,0.58,190.72,29.0,,200.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.49,-1.56,-0.81,False,False,True
SPY Feb 19 2021 205 Call,CALL,SPY_021921C205,OPR,185.37,186.02,0.0,185.69,74,137,74X137,0,0.0,0.0,0.0,187.24,0,,0,1613682893867,0.0,224.115,1.0,0.0,0.0,0.0,0.0,0,-0.02,185.72,29.0,,205.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.83,False,False,True
SPY Feb 19 2021 210 Call,CALL,SPY_021921C210,OPR,180.37,181.02,171.3,180.69,74,137,74X137,0,0.0,0.0,0.0,182.24,0,,1610139375672,1613682893866,-10.94,216.027,1.0,0.0,0.0,0.0,0.0,1,-9.42,180.72,29.0,,210.0,1613768400000,1,R,1613782800000,100.0, ,,,-6.01,-1.56,-0.86,False,False,True
SPY Feb 19 2021 215 Call,CALL,SPY_021921C215,OPR,175.37,176.01,162.95,175.69,74,137,74X137,0,0.0,0.0,0.0,177.24,0,,1611773822740,1613682893866,-14.3,208.016,1.0,0.0,0.0,0.0,0.0,3,-12.77,175.72,29.0,,215.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.07,-1.56,-0.88,False,False,True
SPY Feb 19 2021 220 Call,CALL,SPY_021921C220,OPR,170.37,171.01,156.92,170.69,74,137,74X137,0,0.0,0.0,0.0,172.24,0,,1610737192035,1613682893868,-15.32,200.399,1.0,0.0,0.0,0.0,0.0,0,-13.8,170.72,29.0,,220.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.9,-1.56,-0.91,False,False,True
SPY Feb 19 2021 225 Call,CALL,SPY_021921C225,OPR,165.37,166.02,158.72,165.69,74,137,74X137,0,0.0,0.0,0.0,167.24,0,,1611164965341,1613682893868,-8.52,192.793,1.0,0.0,0.0,0.0,0.0,0,-7.0,165.72,29.0,,225.0,1613768400000,1,R,1613782800000,100.0, ,,,-5.1,-1.56,-0.93,False,False,True
SPY Feb 19 2021 230 Call,CALL,SPY_021921C230,OPR,160.37,161.02,160.95,160.69,74,137,74X137,0,0.0,0.0,0.0,162.24,0,,1613574481993,1613682893868,-1.29,185.366,1.0,0.0,0.0,0.0,0.0,24,0.23,160.72,29.0,,230.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.8,-1.56,-0.96,False,False,True
SPY Feb 19 2021 235 Call,CALL,SPY_021921C235,OPR,155.37,156.01,0.0,155.69,74,137,74X137,0,0.0,0.0,0.0,157.24,0,,0,1613682893866,0.0,178.115,1.0,0.0,0.0,0.0,0.0,0,-0.03,155.72,29.0,,235.0,1613768400000,1,R,1613782800000,100.0, ,,,0.0,-1.56,-0.99,False,False,True
SPY Feb 19 2021 240 Call,CALL,SPY_021921C240,OPR,150.37,151.01,150.73,150.69,74,137,74X137,0,0.0,0.0,0.0,152.24,0,,1612903011154,1613682893866,-1.51,170.979,1.0,0.0,0.0,0.0,0.0,3,0.01,150.72,29.0,,240.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.0,-1.56,-1.02,False,False,True
SPY Feb 19 2021 245 Call,CALL,SPY_021921C245,OPR,145.37,146.01,96.45,145.69,74,137,74X137,0,0.0,0.0,0.0,147.24,0,,1603819648614,1613682893868,-50.79,163.997,1.0,0.0,0.0,0.0,0.0,0,-49.27,145.72,29.0,,245.0,1613768400000,1,R,1613782800000,100.0, ,,,-34.5,-1.56,-1.06,False,False,True
SPY Feb 19 2021 250 Call,CALL,SPY_021921C250,OPR,140.37,141.01,141.63,140.69,74,137,74X137,0,0.0,0.0,0.0,142.24,0,,1613590768013,1613682893866,-0.62,157.206,1.0,0.0,0.0,0.0,0.0,3,0.91,140.72,29.0,,250.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.43,-1.56,-1.1,False,False,True
SPY Feb 19 2021 255 Call,CALL,SPY_021921C255,OPR,135.39,136.0,136.3,135.69,200,200,200X200,0,0.0,0.0,0.0,137.24,0,,1613585851505,1613682892345,-0.94,150.471,1.0,0.0,0.0,0.0,0.0,0,0.58,135.72,29.0,,255.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.69,-1.56,-1.14,False,False,True
SPY Feb 19 2021 260 Call,CALL,SPY_021921C260,OPR,130.38,131.0,130.3,130.69,200,200,200X200,0,130.3,128.81,0.0,132.24,10,,1613672652889,1613682893884,-1.95,143.94,1.0,0.0,0.0,0.0,0.0,61,-0.42,130.72,29.0,,260.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.47,-1.56,-1.18,False,False,True
SPY Feb 19 2021 265 Call,CALL,SPY_021921C265,OPR,125.38,126.0,126.2,125.69,200,200,200X200,0,0.0,0.0,0.0,127.25,0,,1613585415457,1613682892315,-1.04,137.409,1.0,0.0,0.0,0.0,0.0,14,0.48,125.72,29.0,,265.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.82,-1.56,-1.23,False,False,True
SPY Feb 19 2021 270 Call,CALL,SPY_021921C270,OPR,120.38,121.0,122.77,120.69,200,200,200X200,0,0.0,0.0,0.0,122.25,0,,1613496238579,1613682892375,0.52,131.053,1.0,0.0,0.0,0.0,0.0,30,2.05,120.72,29.0,,270.0,1613768400000,1,R,1613782800000,100.0, ,,,0.43,-1.56,-1.28,False,False,True
SPY Feb 19 2021 275 Call,CALL,SPY_021921C275,OPR,115.4,116.0,116.17,115.69,200,200,200X200,0,116.17,116.17,0.0,117.25,1,,1613678695044,1613682892399,-1.08,124.816,1.0,0.0,0.0,0.0,0.0,28,0.45,115.72,29.0,,275.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.92,-1.56,-1.33,False,False,True
SPY Feb 19 2021 276 Call,CALL,SPY_021921C276,OPR,114.37,115.0,106.44,114.69,200,200,200X200,0,0.0,0.0,0.0,116.25,0,,1612279418422,1613682892360,-9.81,123.539,1.0,0.0,0.0,0.0,0.0,10,-8.28,114.72,29.0,,276.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.43,-1.56,-1.34,False,False,True
SPY Feb 19 2021 277 Call,CALL,SPY_021921C277,OPR,113.37,114.0,102.74,113.69,200,200,200X200,0,0.0,0.0,0.0,115.25,0,,1610478295580,1613682892389,-12.51,122.332,1.0,0.0,0.0,0.0,0.0,4,-10.98,113.72,29.0,,277.0,1613768400000,1,R,1613782800000,100.0, ,,,-10.85,-1.56,-1.35,False,False,True
SPY Feb 19 2021 278 Call,CALL,SPY_021921C278,OPR,112.37,113.0,101.08,112.69,200,200,200X200,0,0.0,0.0,0.0,114.25,0,,1610655571162,1613682892370,-13.16,121.113,1.0,0.0,0.0,0.0,0.0,9,-11.64,112.72,29.0,,278.0,1613768400000,1,R,1613782800000,100.0, ,,,-11.52,-1.56,-1.37,False,False,True
SPY Feb 19 2021 279 Call,CALL,SPY_021921C279,OPR,111.37,112.0,98.39,111.69,200,200,200X200,0,0.0,0.0,0.0,113.25,0,,1610741694187,1613682892340,-14.85,119.875,1.0,0.0,0.0,0.0,0.0,8,-13.33,111.72,29.0,,279.0,1613768400000,1,R,1613782800000,100.0, ,,,-13.12,-1.56,-1.38,False,False,True
SPY Feb 19 2021 280 Call,CALL,SPY_021921C280,OPR,110.36,110.99,110.77,110.69,200,200,200X200,0,110.8,110.77,0.0,112.25,13,,1613677705588,1613682896877,-1.48,118.678,1.0,0.0,0.0,0.0,0.0,15,0.05,110.72,29.0,,280.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.31,-1.56,-1.39,False,False,True
SPY Feb 19 2021 281 Call,CALL,SPY_021921C281,OPR,109.36,109.99,99.95,109.69,200,200,200X200,0,0.0,0.0,0.0,111.25,0,,1610635519996,1613682896798,-11.3,117.419,1.0,0.0,0.0,0.0,0.0,4,-9.77,109.72,29.0,,281.0,1613768400000,1,R,1613782800000,100.0, ,,,-10.15,-1.56,-1.4,False,False,True
SPY Feb 19 2021 282 Call,CALL,SPY_021921C282,OPR,108.36,108.98,101.24,108.69,200,200,200X200,0,0.0,0.0,0.0,110.25,0,,1611331593913,1613682898185,-9.01,116.24,1.0,0.0,0.0,0.0,0.0,12,-7.48,108.72,29.0,,282.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.17,-1.56,-1.41,False,False,True
SPY Feb 19 2021 283 Call,CALL,SPY_021921C283,OPR,107.36,107.99,101.78,107.69,200,200,200X200,0,0.0,0.0,0.0,109.25,0,,1611256351963,1613682896824,-7.47,115.058,1.0,0.0,0.0,0.0,0.0,9,-5.94,107.72,29.0,,283.0,1613768400000,1,R,1613782800000,100.0, ,,,-6.83,-1.56,-1.43,False,False,True
SPY Feb 19 2021 284 Call,CALL,SPY_021921C284,OPR,106.36,106.98,95.25,106.69,200,200,200X200,0,0.0,0.0,0.0,108.25,0,,1611089558325,1613682899108,-12.99,113.799,1.0,0.0,0.0,0.0,0.0,9,-11.47,106.72,29.0,,284.0,1613768400000,1,R,1613782800000,100.0, ,,,-12.01,-1.56,-1.44,False,False,True
SPY Feb 19 2021 285 Call,CALL,SPY_021921C285,OPR,105.36,105.98,86.23,105.69,200,200,200X200,0,0.0,0.0,0.0,107.25,0,,1611953332903,1613682899184,-21.01,112.618,1.0,0.0,0.0,0.0,0.0,52,-19.49,105.72,29.0,,285.0,1613768400000,1,R,1613782800000,100.0, ,,,-19.6,-1.56,-1.45,False,False,True
SPY Feb 19 2021 286 Call,CALL,SPY_021921C286,OPR,104.36,104.98,104.96,104.69,200,200,200X200,0,0.0,0.0,0.0,106.25,0,,1612987935262,1613682899192,-1.28,111.443,1.0,0.0,0.0,0.0,0.0,4,0.24,104.72,29.0,,286.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.21,-1.56,-1.47,False,False,True
SPY Feb 19 2021 287 Call,CALL,SPY_021921C287,OPR,103.36,103.98,103.97,103.69,200,200,200X200,0,0.0,0.0,0.0,105.25,0,,1612987935262,1613682899192,-1.27,110.22,1.0,0.0,0.0,0.0,0.0,15,0.25,103.72,29.0,,287.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.21,-1.56,-1.48,False,False,True
SPY Feb 19 2021 288 Call,CALL,SPY_021921C288,OPR,102.36,102.98,95.2,102.69,200,200,200X200,0,0.0,0.0,0.0,104.25,0,,1611331687407,1613682899108,-9.05,109.041,1.0,0.0,0.0,0.0,0.0,16,-7.52,102.72,29.0,,288.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.68,-1.56,-1.5,False,False,True
SPY Feb 19 2021 289 Call,CALL,SPY_021921C289,OPR,101.36,101.98,87.94,101.69,200,200,200X200,0,0.0,0.0,0.0,103.25,0,,1610733040991,1613682899163,-15.31,107.856,1.0,0.0,0.0,0.0,0.0,4,-13.78,101.72,29.0,,289.0,1613768400000,1,R,1613782800000,100.0, ,,,-14.82,-1.56,-1.51,False,False,True
SPY Feb 19 2021 290 Call,CALL,SPY_021921C290,OPR,100.37,101.0,98.51,100.69,200,200,200X200,0,98.51,98.51,0.0,102.25,17,,1613662199727,1613682894483,-3.73,106.678,1.0,0.0,0.0,0.0,0.0,32,-2.21,100.72,29.0,,290.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.65,-1.56,-1.53,False,False,True
SPY Feb 19 2021 291 Call,CALL,SPY_021921C291,OPR,99.37,99.99,101.13,99.69,200,200,200X200,0,0.0,0.0,0.0,101.25,0,,1613592613181,1613682896877,-0.12,105.464,1.0,0.0,0.0,0.0,0.0,11,1.41,99.72,29.0,,291.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.11,-1.56,-1.54,False,False,True
SPY Feb 19 2021 292 Call,CALL,SPY_021921C292,OPR,98.38,99.0,78.11,98.69,200,200,200X200,0,0.0,0.0,0.0,100.25,0,,1607115034329,1613682892309,-22.14,104.287,1.0,0.0,0.0,0.0,0.0,0,-20.61,98.72,29.0,,292.0,1613768400000,1,R,1613782800000,100.0, ,,,-22.08,-1.56,-1.56,False,False,True
SPY Feb 19 2021 293 Call,CALL,SPY_021921C293,OPR,97.38,98.0,100.0,97.69,200,200,200X200,0,0.0,0.0,0.0,99.25,0,,1613504740920,1613682892309,0.75,103.121,1.0,0.0,0.0,0.0,0.0,5,2.28,97.72,29.0,,293.0,1613768400000,1,R,1613782800000,100.0, ,,,0.76,-1.56,-1.57,False,False,True
SPY Feb 19 2021 294 Call,CALL,SPY_021921C294,OPR,96.38,97.0,88.21,96.69,200,200,200X200,0,0.0,0.0,0.0,98.25,0,,1612279039343,1613682892399,-10.03,101.963,1.0,0.0,0.0,0.0,0.0,3,-8.51,96.72,29.0,,294.0,1613768400000,1,R,1613782800000,100.0, ,,,-10.21,-1.56,-1.59,False,False,True
SPY Feb 19 2021 295 Call,CALL,SPY_021921C295,OPR,95.38,96.0,97.42,95.69,200,200,200X200,0,0.0,0.0,0.0,97.25,0,,1613594255364,1613682892309,0.17,100.84,1.0,0.0,0.0,0.0,0.0,146,1.7,95.72,29.0,,295.0,1613768400000,1,R,1613782800000,100.0, ,,,0.18,-1.56,-1.6,False,False,True
SPY Feb 19 2021 296 Call,CALL,SPY_021921C296,OPR,94.38,95.0,97.85,94.69,200,200,200X200,0,0.0,0.0,0.0,96.25,0,,1613485967639,1613682892282,1.61,99.65,1.0,0.0,0.0,0.0,0.0,5,3.13,94.72,29.0,,296.0,1613768400000,1,R,1613782800000,100.0, ,,,1.67,-1.56,-1.62,False,False,True
SPY Feb 19 2021 297 Call,CALL,SPY_021921C297,OPR,93.38,94.0,85.43,93.69,200,200,200X200,0,0.0,0.0,0.0,95.25,0,,1612281809969,1613682892340,-9.81,98.458,1.0,0.0,0.0,0.0,0.0,15,-8.29,93.72,29.0,,297.0,1613768400000,1,R,1613782800000,100.0, ,,,-10.31,-1.56,-1.64,False,False,True
SPY Feb 19 2021 298 Call,CALL,SPY_021921C298,OPR,92.38,93.0,78.46,92.69,200,200,200X200,0,0.0,0.0,0.0,94.25,0,,1612201848800,1613682892267,-15.78,97.292,1.0,0.0,0.0,0.0,0.0,249,-14.26,92.72,29.0,,298.0,1613768400000,1,R,1613782800000,100.0, ,,,-16.75,-1.56,-1.65,False,False,True
SPY Feb 19 2021 299 Call,CALL,SPY_021921C299,OPR,91.38,92.0,85.65,91.69,200,200,200X200,0,0.0,0.0,0.0,93.25,0,,1611174216076,1613682892375,-7.59,96.19,1.0,0.0,0.0,0.0,0.0,147,-6.07,91.72,29.0,,299.0,1613768400000,1,R,1613782800000,100.0, ,,,-8.15,-1.56,-1.67,False,False,True
SPY Feb 19 2021 300 Call,CALL,SPY_021921C300,OPR,90.38,91.0,89.13,90.69,200,200,200X200,0,89.81,88.8,0.0,92.25,26,,1613669900647,1613682892360,-3.12,95.033,1.0,0.0,0.0,0.0,0.0,379,-1.59,90.72,29.0,,300.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.38,-1.56,-1.69,False,False,True
SPY Feb 19 2021 301 Call,CALL,SPY_021921C301,OPR,89.38,90.0,89.21,89.69,200,200,200X200,0,89.21,89.21,0.0,91.25,1,,1613659085840,1613682893963,-2.04,93.847,1.0,0.0,0.0,0.0,0.0,98,-0.51,89.72,29.0,,301.0,1613768400000,1,R,1613782800000,100.0, ,,,-2.23,-1.56,-1.71,False,False,True
SPY Feb 19 2021 302 Call,CALL,SPY_021921C302,OPR,88.38,89.01,79.66,88.69,200,200,200X200,0,0.0,0.0,0.0,90.25,0,,1612299840307,1613682892282,-10.59,92.72,1.0,0.0,0.0,0.0,0.0,78,-9.06,88.72,29.0,,302.0,1613768400000,1,R,1613782800000,100.0, ,,,-11.73,-1.56,-1.73,False,False,True
SPY Feb 19 2021 303 Call,CALL,SPY_021921C303,OPR,87.38,88.01,69.98,87.69,200,200,200X200,0,0.0,0.0,0.0,89.25,0,,1612191492857,1613682892389,-19.26,91.605,1.0,0.0,0.0,0.0,0.0,190,-17.74,87.72,29.0,,303.0,1613768400000,1,R,1613782800000,100.0, ,,,-21.59,-1.56,-1.75,False,False,True
SPY Feb 19 2021 304 Call,CALL,SPY_021921C304,OPR,86.38,87.01,85.11,86.69,200,200,200X200,0,0.0,0.0,0.0,88.25,0,,1612811232511,1613682892340,-3.13,90.476,1.0,0.0,0.0,0.0,0.0,125,-1.61,86.72,29.0,,304.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.55,-1.56,-1.77,False,False,True
SPY Feb 19 2021 305 Call,CALL,SPY_021921C305,OPR,85.38,86.01,85.2,85.69,200,200,200X200,0,85.2,84.2,0.0,87.25,7,,1613672783203,1613682892360,-2.05,89.347,1.0,0.0,0.0,0.0,0.0,346,-0.52,85.72,29.0,,305.0,1613768400000,1,R,1613782800000,100.0, ,,,-2.34,-1.56,-1.79,False,False,True
SPY Feb 19 2021 306 Call,CALL,SPY_021921C306,OPR,84.38,85.01,86.96,84.69,200,200,200X200,0,0.0,0.0,0.0,86.25,0,,1613505110199,1613682892345,0.71,88.222,1.0,0.0,0.0,0.0,0.0,169,2.24,84.72,29.0,,306.0,1613768400000,1,R,1613782800000,100.0, ,,,0.83,-1.56,-1.81,False,False,True
SPY Feb 19 2021 307 Call,CALL,SPY_021921C307,OPR,83.38,84.01,84.72,83.69,200,200,200X200,0,0.0,0.0,0.0,85.25,0,,1613588557615,1613682892399,-0.52,87.109,1.0,0.0,0.0,0.0,0.0,130,1.0,83.72,29.0,,307.0,1613768400000,1,R,1613782800000,100.0, ,,,-0.62,-1.56,-1.83,False,False,True
SPY Feb 19 2021 308 Call,CALL,SPY_021921C308,OPR,82.38,83.01,80.56,82.69,200,200,200X200,0,80.63,80.56,0.0,84.25,100,,1613662826439,1613682892277,-3.68,85.966,1.0,0.0,0.0,0.0,0.0,630,-2.16,82.72,29.0,,308.0,1613768400000,1,R,1613782800000,100.0, ,,,-4.37,-1.56,-1.85,False,False,True
SPY Feb 19 2021 309 Call,CALL,SPY_021921C309,OPR,81.38,82.01,85.14,81.69,200,200,200X200,0,0.0,0.0,0.0,83.25,0,,1613486896761,1613682892329,1.89,84.823,1.0,0.0,0.0,0.0,0.0,79,3.42,81.72,29.0,,309.0,1613768400000,1,R,1613782800000,100.0, ,,,2.28,-1.56,-1.87,False,False,True
SPY Feb 19 2021 310 Call,CALL,SPY_021921C310,OPR,80.38,81.01,81.39,80.69,200,200,200X200,0,81.39,77.89,0.0,82.25,151,,1613680557153,1613682892389,-0.86,83.711,1.0,0.0,0.0,0.0,0.0,939,0.67,80.72,29.0,,310.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.04,-1.56,-1.9,False,False,True
SPY Feb 19 2021 311 Call,CALL,SPY_021921C311,OPR,79.38,80.01,82.14,79.69,200,200,200X200,0,0.0,0.0,0.0,81.25,0,,1613491571920,1613682892389,0.89,82.593,1.0,0.0,0.0,0.0,0.0,78,2.42,79.72,29.0,,311.0,1613768400000,1,R,1613782800000,100.0, ,,,1.1,-1.56,-1.92,False,False,True
SPY Feb 19 2021 312 Call,CALL,SPY_021921C312,OPR,78.38,79.01,77.68,78.69,200,200,200X200,0,77.68,77.68,0.0,80.25,1,,1613658924588,1613682892403,-2.57,81.514,1.0,0.0,0.0,0.0,0.0,114,-1.04,78.72,29.0,,312.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.2,-1.56,-1.94,False,False,True
SPY Feb 19 2021 313 Call,CALL,SPY_021921C313,OPR,77.38,78.01,76.7,77.69,200,200,200X200,0,76.7,76.7,0.0,79.25,1,,1613658924588,1613682892277,-2.55,80.4,1.0,0.0,0.0,0.0,0.0,192,-1.02,77.72,29.0,,313.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.21,-1.56,-1.97,False,False,True
SPY Feb 19 2021 314 Call,CALL,SPY_021921C314,OPR,76.38,77.01,80.11,76.69,200,200,200X200,0,0.0,0.0,0.0,78.25,0,,1613486782997,1613682892399,1.87,79.292,1.0,0.0,0.0,0.0,0.0,519,3.39,76.72,29.0,,314.0,1613768400000,1,R,1613782800000,100.0, ,,,2.38,-1.56,-1.99,False,False,True
SPY Feb 19 2021 315 Call,CALL,SPY_021921C315,OPR,75.4,76.01,76.4,75.69,200,200,200X200,0,76.4,76.4,0.0,77.25,70,,1613679214130,1613682892403,-0.85,78.194,1.0,0.0,0.0,0.0,0.0,345,0.68,75.72,29.0,,315.0,1613768400000,1,R,1613782800000,100.0, ,,,-1.09,-1.56,-2.02,False,False,True
SPY Feb 19 2021 316 Call,CALL,SPY_021921C316,OPR,74.38,75.01,74.33,74.69,200,200,200X200,0,74.33,74.33,0.0,76.25,2,,1613672849352,1613682892277,-1.91,77.104,1.0,0.0,0.0,0.0,0.0,422,-0.39,74.72,29.0,,316.0,1613768400000,1,R,1613782800000,100.0, ,,,-2.51,-1.56,-2.05,False,False,True
SPY Feb 19 2021 317 Call,CALL,SPY_021921C317,OPR,73.38,74.01,54.57,73.69,200,200,200X200,0,0.0,0.0,0.0,75.25,0,,1611946181494,1613682892375,-20.67,75.993,1.0,0.0,0.0,0.0,0.0,108,-19.15,73.72,29.0,,317.0,1613768400000,1,R,1613782800000,100.0, ,,,-27.48,-1.56,-2.07,False,False,True
SPY Feb 19 2021 318 Call,CALL,SPY_021921C318,OPR,72.38,73.01,74.7,72.69,200,200,200X200,0,0.0,0.0,0.0,74.25,0,,1613507532511,1613682892340,0.46,74.906,1.0,0.0,0.0,0.0,0.0,627,1.98,72.72,29.0,,318.0,1613768400000,1,R,1613782800000,100.0, ,,,0.61,-1.56,-2.1,False,False,True
SPY Feb 19 2021 319 Call,CALL,SPY_021921C319,OPR,71.38,72.01,70.88,71.69,200,200,200X200,0,70.88,70.88,0.0,73.25,4,,1613660190413,1613682892277,-2.37,73.791,1.0,0.0,0.0,0.0,0.0,529,-0.84,71.72,29.0,,319.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.23,-1.56,-2.13,False,False,True
SPY Feb 19 2021 320 Call,CALL,SPY_021921C320,OPR,70.38,71.01,70.61,70.69,200,200,200X200,0,70.61,68.19,0.0,72.25,60,,1613675857055,1613682892403,-1.63,72.758,1.0,0.0,0.0,0.0,0.0,1314,-0.11,70.72,29.0,,320.0,1613768400000,1,R,1613782800000,100.0, ,,,-2.26,-1.56,-2.16,False,False,True
SPY Feb 19 2021 321 Call,CALL,SPY_021921C321,OPR,69.38,70.01,68.96,69.69,200,200,200X200,0,68.96,68.96,0.0,71.25,1,,1613659074149,1613682892277,-2.29,71.661,1.0,0.0,0.0,0.0,0.0,277,-0.76,69.72,29.0,,321.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.21,-1.56,-2.19,False,False,True
SPY Feb 19 2021 322 Call,CALL,SPY_021921C322,OPR,68.38,69.01,67.14,68.69,200,200,200X200,0,67.35,67.14,0.0,70.25,3,,1613671227736,1613682892282,-3.11,70.542,1.0,0.0,0.0,0.0,0.0,902,-1.58,68.72,29.0,,322.0,1613768400000,1,R,1613782800000,100.0, ,,,-4.42,-1.56,-2.22,False,False,True
SPY Feb 19 2021 323 Call,CALL,SPY_021921C323,OPR,67.38,68.01,66.86,67.69,200,200,200X200,0,66.98,66.86,0.0,69.25,2,,1613659128881,1613682892329,-2.38,69.486,1.0,0.0,0.0,0.0,0.0,960,-0.86,67.72,29.0,,323.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.44,-1.56,-2.25,False,False,True
SPY Feb 19 2021 324 Call,CALL,SPY_021921C324,OPR,66.4,67.01,65.84,66.69,200,200,200X200,0,65.84,65.84,0.0,68.25,1,,1613659128881,1613682892315,-2.4,68.425,1.0,0.0,0.0,0.0,0.0,1101,-0.88,66.72,29.0,,324.0,1613768400000,1,R,1613782800000,100.0, ,,,-3.52,-1.56,-2.29,False,False,True
SPY Feb 19 2021 325 Call,CALL,SPY_021921C325,OPR,65.38,66.01,65.81,65.69,200,200,200X200,0,65.81,63.68,0.0,67.25,209,,1613682559474,1613682892375,-1.43,67.345,1.0,0.0,0.0,0.0,0.0,1573,0.09,65.72,29.0,,325.0,1613768400000,1,R,1613782800000,100.0, ,,,-2.13,-1.56,-2.32,False,False,True
SPY Feb 19 2021 326 Call,CALL,SPY_021921C326,OPR,64.38,65.01,63.14,64.69,200,200,200X200,0,63.35,63.14,0.0,66.25,3,,1613671227736,1613682892282,-3.11,66.277,1.0,0.0,0.0,0.0,0.0,479,-1.58,64.72,29.0,,326.0,1613768400000,1,R,1613782800000,100.0, ,,,-4.69,-1.56,-2.35,False,False,True
