description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,mini,inTheMoney
SPY Jun 18 2021 200 Call,CALL,SPY_061821C200,OPR,190.45,191.58,185.05,190.99,73,100,73X100,0,0.0,0.0,0.0,192.53,0,,1612458601098,1613682895100,-7.48,57.178,1.0,0.0,0.0,0.0,0.0,60,-5.67,190.72,29.0,,200.0,1624046400000,120,R,1624060800000,100.0, ,,,-3.89,-1.55,-0.8,False,False,True
SPY Jun 18 2021 205 Call,CALL,SPY_061821C205,OPR,185.48,186.61,167.07,186.02,73,100,73X100,0,0.0,0.0,0.0,187.57,0,,1608233309574,1613682895100,-20.5,55.968,1.0,0.0,0.0,0.0,0.0,9,-18.65,185.72,29.0,,205.0,1624046400000,120,R,1624060800000,100.0, ,,,-10.93,-1.55,-0.83,False,False,True
SPY Jun 18 2021 210 Call,CALL,SPY_061821C210,OPR,180.51,181.64,170.71,181.06,73,100,73X100,0,0.0,0.0,0.0,182.61,0,,1610562757355,1613682895100,-11.9,54.783,1.0,0.0,0.0,0.0,0.0,8,-10.01,180.72,29.0,,210.0,1624046400000,120,R,1624060800000,100.0, ,,,-6.52,-1.55,-0.85,False,False,True
SPY Jun 18 2021 215 Call,CALL,SPY_061821C215,OPR,175.55,176.68,157.81,176.1,101,134,101X134,0,0.0,0.0,0.0,177.66,0,,1609438681469,1613682895000,-19.85,53.618,1.0,0.0,0.0,0.0,0.0,38,-17.91,175.72,29.0,,215.0,1624046400000,120,R,1624060800000,100.0, ,,,-11.17,-1.56,-0.88,False,False,True
SPY Jun 18 2021 220 Call,CALL,SPY_061821C220,OPR,170.6,171.73,146.7,171.14,101,134,101X134,0,0.0,0.0,0.0,172.71,0,,1608562257459,1613682895000,-26.01,52.467,1.0,0.0,0.0,0.0,0.0,39,-24.02,170.72,29.0,,220.0,1624046400000,120,R,1624060800000,100.0, ,,,-15.06,-1.57,-0.91,False,False,True
SPY Jun 18 2021 225 Call,CALL,SPY_061821C225,OPR,165.65,166.78,164.14,166.19,73,100,73X100,0,0.0,0.0,0.0,167.76,0,,1612801945089,1613682895100,-3.62,51.327,1.0,0.0,0.0,0.0,0.0,53,-1.58,165.72,29.0,,225.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.16,-1.57,-0.94,False,False,True
SPY Jun 18 2021 230 Call,CALL,SPY_061821C230,OPR,160.7,161.84,141.7,161.25,101,134,101X134,0,0.0,0.0,0.0,162.82,0,,1609869803102,1613682895000,-21.12,50.232,1.0,0.0,0.0,0.0,0.0,22,-19.02,160.72,29.0,,230.0,1624046400000,120,R,1624060800000,100.0, ,,,-12.97,-1.57,-0.96,False,False,True
SPY Jun 18 2021 235 Call,CALL,SPY_061821C235,OPR,155.76,156.89,156.06,156.33,101,134,101X134,0,0.0,0.0,0.0,157.88,0,,1613075031888,1613682895000,-1.82,49.137,1.0,0.0,0.0,0.0,0.0,1053,0.34,155.72,29.0,,235.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.16,-1.56,-0.99,False,False,True
SPY Jun 18 2021 240 Call,CALL,SPY_061821C240,OPR,150.84,151.97,133.42,151.41,101,134,101X134,0,0.0,0.0,0.0,152.95,0,,1609256047099,1613682894999,-19.53,48.074,1.0,0.0,0.0,0.0,0.0,1078,-17.3,150.72,29.0,,240.0,1624046400000,120,R,1624060800000,100.0, ,,,-12.77,-1.55,-1.01,False,False,True
SPY Jun 18 2021 245 Call,CALL,SPY_061821C245,OPR,145.92,147.06,146.3,146.5,135,134,135X134,0,0.0,0.0,0.0,148.03,0,,1613075031888,1613682893864,-1.73,47.063,1.0,0.0,0.0,0.0,0.0,831,0.58,145.72,29.0,,245.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.17,-1.53,-1.03,False,False,True
SPY Jun 18 2021 250 Call,CALL,SPY_061821C250,OPR,141.01,142.13,143.51,141.6,105,134,105X134,0,0.0,0.0,0.0,143.12,0,,1613506560076,1613682895176,0.4,46.035,1.0,0.0,0.0,0.001,0.0,1578,2.79,140.72,29.0,,250.0,1624046400000,120,R,1624060800000,100.0, ,,,0.28,-1.52,-1.06,False,False,True
SPY Jun 18 2021 255 Call,CALL,SPY_061821C255,OPR,136.11,137.23,131.32,136.71,101,134,101X134,0,0.0,0.0,0.0,138.23,0,,1612467149190,1613682894899,-6.91,45.043,0.957,0.001,-0.022,0.189,0.786,2461,-4.4,135.802,29.0,,255.0,1624046400000,120,R,1624060800000,100.0, ,,,-5.0,-1.52,-1.1,False,False,True
SPY Jun 18 2021 260 Call,CALL,SPY_061821C260,OPR,131.24,132.36,133.34,131.83,101,134,101X134,0,0.0,0.0,0.0,133.35,0,,1612967405824,1613682894900,-0.01,44.077,0.953,0.001,-0.024,0.204,0.797,833,2.62,130.958,29.0,,260.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.52,-1.14,False,False,True
SPY Jun 18 2021 265 Call,CALL,SPY_061821C265,OPR,126.36,127.48,127.05,126.96,135,134,135X134,0,127.05,127.05,0.0,128.48,17,,1613681949399,1613682893365,-1.43,43.083,0.949,0.001,-0.026,0.219,0.808,6864,1.33,126.12,29.0,,265.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.11,-1.52,-1.19,False,False,True
SPY Jun 18 2021 267 Call,CALL,SPY_061821C267,OPR,124.42,125.53,115.87,125.01,101,134,101X134,0,0.0,0.0,0.0,126.54,0,,1610116612611,1613682894900,-10.67,42.71,0.947,0.001,-0.027,0.226,0.812,57,-7.85,124.193,29.0,,267.0,1624046400000,120,R,1624060800000,100.0, ,,,-8.43,-1.53,-1.21,False,False,True
SPY Jun 18 2021 268 Call,CALL,SPY_061821C268,OPR,123.44,124.56,0.0,124.04,135,134,135X134,0,0.0,0.0,0.0,125.57,0,,0,1613682893368,0.0,42.525,0.946,0.001,-0.027,0.23,0.814,0,1.28,123.231,29.0,,268.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.53,-1.22,False,False,True
SPY Jun 18 2021 269 Call,CALL,SPY_061821C269,OPR,122.47,123.59,75.9,123.07,101,133,101X133,0,0.0,0.0,0.0,124.6,0,,1597162506133,1613682894799,-48.7,42.338,0.945,0.001,-0.028,0.233,0.816,1,-45.82,122.269,29.0,,269.0,1624046400000,120,R,1624060800000,100.0, ,,,-39.09,-1.53,-1.23,False,False,True
SPY Jun 18 2021 270 Call,CALL,SPY_061821C270,OPR,121.51,122.62,124.08,122.1,102,133,102X133,0,0.0,0.0,0.0,123.63,0,,1613498136501,1613682895176,0.45,42.149,0.944,0.001,-0.028,0.236,0.818,2585,3.36,121.307,29.0,,270.0,1624046400000,120,R,1624060800000,100.0, ,,,0.36,-1.53,-1.24,False,False,True
SPY Jun 18 2021 271 Call,CALL,SPY_061821C271,OPR,120.54,121.65,100.19,121.13,101,133,101X133,0,0.0,0.0,0.0,122.67,0,,1607362579338,1613682894799,-22.48,41.957,0.943,0.001,-0.029,0.24,0.82,2,-19.53,120.345,29.0,,271.0,1624046400000,120,R,1624060800000,100.0, ,,,-18.32,-1.53,-1.25,False,False,True
SPY Jun 18 2021 272 Call,CALL,SPY_061821C272,OPR,119.58,120.68,100.0,120.16,101,133,101X133,0,0.0,0.0,0.0,121.7,0,,1608324805880,1613682894799,-21.7,41.763,0.942,0.001,-0.029,0.243,0.822,2,-18.72,119.383,29.0,,272.0,1624046400000,120,R,1624060800000,100.0, ,,,-17.83,-1.53,-1.26,False,False,True
SPY Jun 18 2021 273 Call,CALL,SPY_061821C273,OPR,118.61,119.72,121.22,119.2,135,133,135X133,0,0.0,0.0,0.0,120.73,0,,1613501515261,1613682893366,0.49,41.583,0.941,0.001,-0.03,0.247,0.824,6,3.5,118.425,29.0,,273.0,1624046400000,120,R,1624060800000,100.0, ,,,0.41,-1.53,-1.27,False,False,True
SPY Jun 18 2021 274 Call,CALL,SPY_061821C274,OPR,117.65,118.76,0.0,118.24,101,133,101X133,0,0.0,0.0,0.0,119.76,0,,0,1613682894799,0.0,41.404,0.94,0.001,-0.03,0.251,0.826,0,1.49,117.468,29.0,,274.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.52,-1.27,False,False,True
SPY Jun 18 2021 275 Call,CALL,SPY_061821C275,OPR,116.69,117.79,119.18,117.27,101,133,101X133,0,0.0,0.0,0.0,118.8,0,,1613498136501,1613682894799,0.38,41.222,0.939,0.001,-0.031,0.255,0.827,1158,3.46,116.51,29.0,,275.0,1624046400000,120,R,1624060800000,100.0, ,,,0.32,-1.52,-1.28,False,False,True
SPY Jun 18 2021 276 Call,CALL,SPY_061821C276,OPR,115.73,116.83,95.38,116.31,101,180,101X180,0,0.0,0.0,0.0,117.83,0,,1608668269751,1613682899277,-22.45,41.037,0.938,0.001,-0.031,0.258,0.829,16,-19.34,115.553,29.0,,276.0,1624046400000,120,R,1624060800000,100.0, ,,,-19.05,-1.52,-1.29,False,False,True
SPY Jun 18 2021 277 Call,CALL,SPY_061821C277,OPR,114.77,115.87,99.84,115.35,101,177,101X177,0,0.0,0.0,0.0,116.87,0,,1609252294350,1613682899278,-17.03,40.85,0.937,0.001,-0.031,0.262,0.831,7,-13.88,114.596,29.0,,277.0,1624046400000,120,R,1624060800000,100.0, ,,,-14.57,-1.51,-1.3,False,False,True
SPY Jun 18 2021 278 Call,CALL,SPY_061821C278,OPR,113.8,114.91,0.0,114.39,164,175,164X175,0,0.0,0.0,0.0,115.9,0,,0,1613682899299,0.0,40.664,0.936,0.001,-0.032,0.266,0.833,0,1.64,113.639,29.0,,278.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.51,-1.31,False,False,True
SPY Jun 18 2021 279 Call,CALL,SPY_061821C279,OPR,112.84,113.94,103.37,113.43,101,134,101X134,0,0.0,0.0,0.0,114.94,0,,1610124889383,1613682899348,-11.57,40.482,0.935,0.001,-0.032,0.27,0.834,4,-8.35,112.685,29.0,,279.0,1624046400000,120,R,1624060800000,100.0, ,,,-10.07,-1.51,-1.31,False,False,True
SPY Jun 18 2021 280 Call,CALL,SPY_061821C280,OPR,111.88,112.98,111.0,112.47,101,174,101X174,0,111.0,111.0,0.0,113.98,8,,1613666327662,1613682899292,-2.98,40.297,0.934,0.001,-0.033,0.274,0.836,1467,0.28,111.73,29.0,,280.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.61,-1.51,-1.32,False,False,True
SPY Jun 18 2021 281 Call,CALL,SPY_061821C281,OPR,110.91,112.02,87.0,111.51,165,178,165X178,0,0.0,0.0,0.0,113.02,0,,1608565983613,1613682899299,-26.02,40.113,0.932,0.001,-0.033,0.278,0.838,9,-22.72,110.776,29.0,,281.0,1624046400000,120,R,1624060800000,100.0, ,,,-23.02,-1.5,-1.33,False,False,True
SPY Jun 18 2021 282 Call,CALL,SPY_061821C282,OPR,109.95,111.06,0.0,110.56,101,178,101X178,0,0.0,0.0,0.0,112.05,0,,0,1613682899299,0.0,39.933,0.919,-0.007,-0.039,0.275,0.249,0,1.78,109.825,29.0,,282.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.5,-1.34,False,False,True
SPY Jun 18 2021 283 Call,CALL,SPY_061821C283,OPR,108.99,110.09,83.25,109.6,101,170,101X170,0,0.0,0.0,0.0,111.09,0,,1604935453337,1613682899299,-27.84,39.751,0.919,0.001,-0.041,0.276,0.258,3,-24.47,108.89,29.0,,283.0,1624046400000,120,R,1624060800000,100.0, ,,,-25.06,-1.5,-1.35,False,False,True
SPY Jun 18 2021 284 Call,CALL,SPY_061821C284,OPR,108.03,109.13,0.0,108.64,168,180,168X180,0,0.0,0.0,0.0,110.13,0,,0,1613682899299,0.0,39.568,0.919,0.001,-0.041,0.28,0.267,0,1.86,107.955,29.0,,284.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.49,-1.35,False,False,True
SPY Jun 18 2021 285 Call,CALL,SPY_061821C285,OPR,107.08,108.17,107.8,107.69,101,171,101X171,0,0.0,0.0,0.0,109.17,0,,1613582815308,1613682899278,-1.37,39.388,0.918,0.001,-0.041,0.283,0.276,1359,2.08,107.021,29.0,,285.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.26,-1.49,-1.36,False,False,True
SPY Jun 18 2021 286 Call,CALL,SPY_061821C286,OPR,106.12,107.22,97.66,106.73,166,175,166X175,0,0.0,0.0,0.0,108.22,0,,1610636250570,1613682899347,-10.56,39.206,0.917,0.001,-0.042,0.287,0.284,1,-7.06,106.087,29.0,,286.0,1624046400000,120,R,1624060800000,100.0, ,,,-9.75,-1.48,-1.37,False,False,True
SPY Jun 18 2021 287 Call,CALL,SPY_061821C287,OPR,105.17,106.26,0.0,105.78,166,169,166X169,0,0.0,0.0,0.0,107.26,0,,0,1613682899343,0.0,39.023,0.916,0.001,-0.042,0.291,0.293,0,1.99,105.152,29.0,,287.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.48,-1.38,False,False,True
SPY Jun 18 2021 288 Call,CALL,SPY_061821C288,OPR,104.22,105.31,0.0,104.83,166,175,166X175,0,0.0,0.0,0.0,106.3,0,,0,1613682899299,0.0,38.848,0.916,0.001,-0.042,0.295,0.302,0,2.04,104.22,29.0,,288.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.47,-1.39,False,False,True
SPY Jun 18 2021 289 Call,CALL,SPY_061821C289,OPR,103.28,104.36,96.27,103.88,101,170,101X170,0,0.0,0.0,0.0,105.34,0,,1611861060749,1613682899292,-9.07,38.67,0.915,0.001,-0.043,0.299,0.311,2,-5.45,103.287,29.0,,289.0,1624046400000,120,R,1624060800000,100.0, ,,,-8.61,-1.47,-1.39,False,False,True
SPY Jun 18 2021 290 Call,CALL,SPY_061821C290,OPR,102.33,103.42,102.94,102.92,106,178,106X178,0,0.0,0.0,0.0,104.39,0,,1613582559082,1613682899291,-1.45,38.489,0.914,0.001,-0.043,0.303,0.319,8027,2.22,102.354,29.0,,290.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.39,-1.47,-1.4,False,False,True
SPY Jun 18 2021 291 Call,CALL,SPY_061821C291,OPR,101.38,102.47,78.6,101.97,166,178,166X178,0,0.0,0.0,0.0,103.44,0,,1606931184074,1613682899343,-24.84,38.307,0.913,0.001,-0.043,0.307,0.328,23,-21.12,101.421,29.0,,291.0,1624046400000,120,R,1624060800000,100.0, ,,,-24.01,-1.46,-1.41,False,False,True
SPY Jun 18 2021 292 Call,CALL,SPY_061821C292,OPR,100.44,101.52,0.0,101.02,101,169,101X169,0,0.0,0.0,0.0,102.48,0,,0,1613682899278,0.0,38.123,0.912,0.001,-0.044,0.311,0.336,0,2.26,100.487,29.0,,292.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.46,-1.42,False,False,True
SPY Jun 18 2021 293 Call,CALL,SPY_061821C293,OPR,99.49,100.58,80.75,100.08,101,178,101X178,0,0.0,0.0,0.0,101.53,0,,1608131577986,1613682899348,-20.78,37.948,0.911,0.001,-0.044,0.315,0.344,45,-16.97,99.557,29.0,,293.0,1624046400000,120,R,1624060800000,100.0, ,,,-20.47,-1.46,-1.43,False,False,True
SPY Jun 18 2021 294 Call,CALL,SPY_061821C294,OPR,98.54,99.63,0.0,99.13,101,177,101X177,0,0.0,0.0,0.0,100.58,0,,0,1613682899343,0.0,37.775,0.91,0.001,-0.044,0.32,0.353,0,2.36,98.627,29.0,,294.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.45,-1.44,False,False,True
SPY Jun 18 2021 295 Call,CALL,SPY_061821C295,OPR,97.59,98.68,96.56,98.18,101,178,101X178,0,96.56,96.56,0.0,99.63,1,,1613665853541,1613682899347,-3.07,37.599,0.909,0.001,-0.045,0.324,0.361,4185,0.84,97.697,29.0,,295.0,1624046400000,120,R,1624060800000,100.0, ,,,-3.08,-1.44,-1.45,False,False,True
SPY Jun 18 2021 296 Call,CALL,SPY_061821C296,OPR,96.64,97.73,95.54,97.24,175,178,175X178,0,95.54,95.54,0.0,98.68,1,,1613665853541,1613682899343,-3.14,37.42,0.908,0.001,-0.045,0.329,0.369,3,0.82,96.767,29.0,,296.0,1624046400000,120,R,1624060800000,100.0, ,,,-3.18,-1.44,-1.46,False,False,True
SPY Jun 18 2021 297 Call,CALL,SPY_061821C297,OPR,95.7,96.78,56.92,96.29,101,178,101X178,0,0.0,0.0,0.0,97.74,0,,1603379968597,1613682899575,-40.82,37.24,0.907,0.002,-0.045,0.333,0.377,130,-36.8,95.837,29.0,,297.0,1624046400000,120,R,1624060800000,100.0, ,,,-41.76,-1.44,-1.48,False,False,True
SPY Jun 18 2021 298 Call,CALL,SPY_061821C298,OPR,94.75,95.84,88.08,95.35,167,178,167X178,0,0.0,0.0,0.0,96.79,0,,1611860978780,1613682899291,-8.71,37.063,0.905,0.002,-0.046,0.338,0.386,4,-4.64,94.908,29.0,,298.0,1624046400000,120,R,1624060800000,100.0, ,,,-9.0,-1.44,-1.49,False,False,True
SPY Jun 18 2021 299 Call,CALL,SPY_061821C299,OPR,93.81,94.89,87.4,94.41,101,177,101X177,0,0.0,0.0,0.0,95.85,0,,1611860944905,1613682899347,-8.45,36.882,0.904,0.002,-0.046,0.343,0.394,22,-4.32,93.978,29.0,,299.0,1624046400000,120,R,1624060800000,100.0, ,,,-8.81,-1.44,-1.5,False,False,True
SPY Jun 18 2021 300 Call,CALL,SPY_061821C300,OPR,92.87,93.95,93.93,93.47,101,178,101X178,0,93.93,92.06,0.0,94.9,3,,1613680967124,1613682899299,-0.97,36.704,0.903,0.002,-0.047,0.347,0.401,3466,3.21,93.05,29.0,,300.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.03,-1.44,-1.52,False,False,True
SPY Jun 18 2021 301 Call,CALL,SPY_061821C301,OPR,91.97,93.01,82.25,92.53,4,178,4X178,0,0.0,0.0,0.0,93.96,0,,1610050625266,1613682899343,-11.72,36.525,0.902,0.002,-0.047,0.352,0.409,31,-7.47,92.122,29.0,,301.0,1624046400000,120,R,1624060800000,100.0, ,,,-12.47,-1.44,-1.53,False,False,True
SPY Jun 18 2021 302 Call,CALL,SPY_061821C302,OPR,91.0,92.07,91.62,91.59,101,179,101X179,0,0.0,0.0,0.0,93.03,0,,1612988938623,1613682899343,-1.41,36.356,0.9,0.002,-0.048,0.357,0.417,31,2.9,91.199,29.0,,302.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.51,-1.44,-1.54,False,False,True
SPY Jun 18 2021 303 Call,CALL,SPY_061821C303,OPR,90.07,91.14,92.32,90.65,101,179,101X179,0,0.0,0.0,0.0,92.09,0,,1613508962906,1613682899347,0.23,36.184,0.899,0.002,-0.048,0.362,0.425,110,4.6,90.275,29.0,,303.0,1624046400000,120,R,1624060800000,100.0, ,,,0.25,-1.43,-1.56,False,False,True
SPY Jun 18 2021 304 Call,CALL,SPY_061821C304,OPR,89.14,90.2,89.55,89.72,101,170,101X170,0,0.0,0.0,0.0,91.15,0,,1612817814705,1613682899343,-1.6,36.009,0.897,0.002,-0.048,0.368,0.432,188,2.83,89.351,29.0,,304.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.76,-1.43,-1.57,False,False,True
SPY Jun 18 2021 305 Call,CALL,SPY_061821C305,OPR,88.21,89.27,89.22,88.78,101,169,101X169,0,89.22,86.96,0.0,90.21,21,,1613680708311,1613682899278,-0.99,35.831,0.896,0.002,-0.049,0.373,0.44,1823,3.5,88.426,29.0,,305.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.1,-1.43,-1.59,False,False,True
SPY Jun 18 2021 306 Call,CALL,SPY_061821C306,OPR,87.28,88.35,88.14,87.85,101,176,101X176,0,0.0,0.0,0.0,89.28,0,,1613576142920,1613682899343,-1.14,35.654,0.894,0.002,-0.049,0.378,0.447,218,3.42,87.503,29.0,,306.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.28,-1.43,-1.61,False,False,True
SPY Jun 18 2021 307 Call,CALL,SPY_061821C307,OPR,86.35,87.42,87.45,86.91,101,188,101X188,0,87.45,87.45,0.0,88.34,1,,1613680151949,1613682899345,-0.89,35.482,0.893,0.002,-0.05,0.383,0.455,56,3.73,86.582,29.0,,307.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.01,-1.43,-1.62,False,False,True
SPY Jun 18 2021 308 Call,CALL,SPY_061821C308,OPR,85.42,86.48,84.21,85.98,101,99,101X99,0,84.21,84.21,0.0,87.41,1,,1613663151767,1613682894599,-3.2,35.307,0.891,0.002,-0.05,0.389,0.462,32,1.49,85.662,29.0,,308.0,1624046400000,120,R,1624060800000,100.0, ,,,-3.66,-1.43,-1.63,False,False,True
SPY Jun 18 2021 309 Call,CALL,SPY_061821C309,OPR,84.49,85.55,85.7,85.05,101,99,101X99,0,0.0,0.0,0.0,86.48,0,,1613146454586,1613682894599,-0.78,35.137,0.889,0.002,-0.051,0.394,0.469,7,3.98,84.744,29.0,,309.0,1624046400000,120,R,1624060800000,100.0, ,,,-0.9,-1.42,-1.64,False,False,True
SPY Jun 18 2021 310 Call,CALL,SPY_061821C310,OPR,83.57,84.63,82.82,84.13,89,190,89X190,0,82.82,82.53,0.0,85.55,4,,1613670668529,1613682899409,-2.73,34.968,0.888,0.002,-0.051,0.4,0.476,6405,2.1,83.827,29.0,,310.0,1624046400000,120,R,1624060800000,100.0, ,,,-3.19,-1.42,-1.66,False,False,True
SPY Jun 18 2021 311 Call,CALL,SPY_061821C311,OPR,82.64,83.7,85.35,83.2,93,185,93X185,0,0.0,0.0,0.0,84.62,0,,1613498733665,1613682899341,0.73,34.796,0.886,0.002,-0.052,0.406,0.483,23,5.63,82.91,29.0,,311.0,1624046400000,120,R,1624060800000,100.0, ,,,0.87,-1.42,-1.67,False,False,True
SPY Jun 18 2021 312 Call,CALL,SPY_061821C312,OPR,81.71,82.77,82.56,82.27,170,187,170X187,0,0.0,0.0,0.0,83.69,0,,1613583326261,1613682899291,-1.13,34.62,0.884,0.002,-0.052,0.411,0.49,307,3.84,81.993,29.0,,312.0,1624046400000,120,R,1624060800000,100.0, ,,,-1.35,-1.42,-1.69,False,False,True
SPY Jun 18 2021 313 Call,CALL,SPY_061821C313,OPR,80.79,81.85,80.91,81.35,101,184,101X184,0,80.91,80.44,0.0,82.76,2,,1613674526836,1613682899345,-1.85,34.441,0.882,0.002,-0.053,0.417,0.497,59,3.19,81.075,29.0,,313.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.24,-1.41,-1.71,False,False,True
SPY Jun 18 2021 314 Call,CALL,SPY_061821C314,OPR,79.87,80.92,82.15,80.43,93,188,93X188,0,0.0,0.0,0.0,81.84,0,,1613494182197,1613682899313,0.31,34.261,0.88,0.002,-0.053,0.423,0.504,18,5.43,80.158,29.0,,314.0,1624046400000,120,R,1624060800000,100.0, ,,,0.38,-1.41,-1.73,False,False,True
SPY Jun 18 2021 315 Call,CALL,SPY_061821C315,OPR,78.95,80.0,81.06,79.51,179,99,179X99,0,0.0,0.0,0.0,80.91,0,,1613595036787,1613682899347,0.15,34.095,0.878,0.002,-0.054,0.429,0.51,1402,5.34,79.249,29.0,,315.0,1624046400000,120,R,1624060800000,100.0, ,,,0.18,-1.4,-1.73,False,False,True
SPY Jun 18 2021 316 Call,CALL,SPY_061821C316,OPR,78.04,79.09,78.21,78.59,101,183,101X183,0,0.0,0.0,0.0,79.99,0,,1612886216007,1613682899574,-1.78,33.926,0.876,0.003,-0.054,0.435,0.517,374,3.49,78.339,29.0,,316.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.22,-1.39,-1.74,False,False,True
SPY Jun 18 2021 317 Call,CALL,SPY_061821C317,OPR,77.13,78.17,77.47,77.68,93,188,93X188,0,0.0,0.0,0.0,79.07,0,,1612989515260,1613682899313,-1.6,33.753,0.874,0.003,-0.055,0.441,0.523,790,3.75,77.429,29.0,,317.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.02,-1.39,-1.76,False,False,True
SPY Jun 18 2021 318 Call,CALL,SPY_061821C318,OPR,76.22,77.26,72.04,76.76,93,195,93X195,0,0.0,0.0,0.0,78.15,0,,1612467805722,1613682899405,-6.11,33.579,0.872,0.003,-0.055,0.447,0.53,652,-0.68,76.519,29.0,,318.0,1624046400000,120,R,1624060800000,100.0, ,,,-7.82,-1.39,-1.77,False,False,True
SPY Jun 18 2021 319 Call,CALL,SPY_061821C319,OPR,75.31,76.35,75.18,75.85,93,189,93X189,0,0.0,0.0,0.0,77.23,0,,1613579979645,1613682899919,-2.05,33.407,0.87,0.003,-0.055,0.453,0.536,467,3.46,75.612,29.0,,319.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.66,-1.38,-1.79,False,False,True
SPY Jun 18 2021 320 Call,CALL,SPY_061821C320,OPR,74.4,75.43,72.75,74.94,93,7,93X7,0,74.34,72.75,0.0,76.32,3,,1613661823582,1613682899931,-3.57,33.232,0.868,0.003,-0.056,0.459,0.542,2757,2.03,74.704,29.0,,320.0,1624046400000,120,R,1624060800000,100.0, ,,,-4.67,-1.38,-1.8,False,False,True
SPY Jun 18 2021 321 Call,CALL,SPY_061821C321,OPR,73.49,74.53,75.4,74.03,93,133,93X133,0,0.0,0.0,0.0,75.4,0,,1613163016807,1613682899937,0.0,33.057,0.866,0.003,-0.056,0.466,0.548,16,5.68,73.799,29.0,,321.0,1624046400000,120,R,1624060800000,100.0, ,,,0.0,-1.37,-1.82,False,False,True
SPY Jun 18 2021 322 Call,CALL,SPY_061821C322,OPR,72.58,73.61,72.26,73.12,93,1,93X1,0,0.0,0.0,0.0,74.49,0,,1613066838843,1613682899954,-2.23,32.881,0.863,0.003,-0.057,0.472,0.554,110,3.54,72.894,29.0,,322.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.99,-1.37,-1.84,False,False,True
SPY Jun 18 2021 323 Call,CALL,SPY_061821C323,OPR,71.67,72.71,60.3,72.21,179,187,179X187,0,0.0,0.0,0.0,73.58,0,,1610743857533,1613682899951,-13.28,32.711,0.861,0.003,-0.057,0.479,0.559,278,-7.42,71.993,29.0,,323.0,1624046400000,120,R,1624060800000,100.0, ,,,-18.04,-1.36,-1.85,False,False,True
SPY Jun 18 2021 324 Call,CALL,SPY_061821C324,OPR,70.77,71.8,57.38,71.31,93,99,93X99,0,0.0,0.0,0.0,72.67,0,,1609447538015,1613682899953,-15.29,32.538,0.858,0.003,-0.058,0.485,0.565,189,-9.34,71.093,29.0,,324.0,1624046400000,120,R,1624060800000,100.0, ,,,-21.04,-1.36,-1.87,False,False,True
SPY Jun 18 2021 325 Call,CALL,SPY_061821C325,OPR,69.87,70.88,69.92,70.4,89,21,89X21,0,69.92,69.92,0.0,71.76,1,,1613658600008,1613682899949,-1.84,32.361,0.856,0.003,-0.058,0.492,0.57,6521,4.2,70.192,29.0,,325.0,1624046400000,120,R,1624060800000,100.0, ,,,-2.56,-1.36,-1.89,False,False,True
SPY Jun 18 2021 326 Call,CALL,SPY_061821C326,OPR,68.96,69.99,54.67,69.5,176,110,176X110,0,0.0,0.0,0.0,70.85,0,,1609188407214,1613682899999,-16.18,32.19,0.853,0.003,-0.059,0.498,0.576,149,-10.05,69.296,29.0,,326.0,1624046400000,120,R,1624060800000,100.0, ,,,-22.84,-1.35,-1.9,False,False,True
