,52WkHigh,52WkLow,askId,askPrice,askSize,assetMainType,assetSubType,assetType,bidId,bidPrice,bidSize,bidTick,closePrice,cusip,delayed,description,digits,divAmount,divDate,divYield,exchange,exchangeName,highPrice,lastId,lastPrice,lastSize,lowPrice,marginable,mark,markChangeInDouble,markPercentChangeInDouble,nAV,netChange,netPercentChangeInDouble,openPrice,peRatio,quoteTimeInLong,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketPercentChangeInDouble,regularMarketTradeTimeInLong,securityStatus,shortable,symbol,totalVolume,tradeTimeInLong,volatility
SPY,394.17,218.26,P,383.97,200,EQUITY,ETF,ETF,P,383.93,1900, ,383.63,78462F103,False,SPDR S&P 500,2,5.691,2020-12-18 00:00:00.000,1.48,p,PACIFIC,384.76,P,383.63,2892700,372.64,True,383.63,0.0,0.0,0.0,0.0,0.0,380.46,0.0,1614992397970,383.63,2,0.0,0.0,1614992400003,Normal,True,SPY,152039624,1614992400003,0.0053
