description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,inTheMoney,mini,Date
SPY Mar 8 2021 190 Call (Weekly),CALL,SPY_030821C190,OPR,193.26,194.19,0.0,193.73,2,2,2X2,0,0.0,0.0,0.0,193.7,0,,0,1614978899652,0.0,164.645,1.0,0.0,-0.013,0.0,0.019,0,0.1,193.676,29.0,,190.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 195 Call (Weekly),CALL,SPY_030821C195,OPR,188.26,189.19,0.0,188.73,2,2,2X2,0,0.0,0.0,0.0,188.7,0,,0,1614978899652,0.0,158.704,1.0,0.0,-0.013,0.0,0.02,0,0.1,188.676,29.0,,195.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 200 Call (Weekly),CALL,SPY_030821C200,OPR,183.26,184.19,0.0,183.73,2,2,2X2,0,0.0,0.0,0.0,183.7,0,,0,1614978899652,0.0,153.06,1.0,0.0,-0.013,0.0,0.02,0,0.1,183.677,29.0,,200.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 205 Call (Weekly),CALL,SPY_030821C205,OPR,178.26,179.19,0.0,178.73,2,2,2X2,0,0.0,0.0,0.0,178.7,0,,0,1614978899652,0.0,147.383,1.0,0.0,-0.013,0.0,0.021,0,0.1,178.677,29.0,,205.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 210 Call (Weekly),CALL,SPY_030821C210,OPR,173.26,174.19,180.98,173.73,2,2,2X2,0,0.0,0.0,0.0,173.7,0,,1612987952499,1614978899652,7.28,141.914,1.0,0.0,-0.013,0.0,0.021,24,7.35,173.677,29.0,,210.0,1615237200000,1,S,1615251600000,100.0, ,,,4.19,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 215 Call (Weekly),CALL,SPY_030821C215,OPR,168.26,169.19,0.0,168.73,2,2,2X2,0,0.0,0.0,0.0,168.7,0,,0,1614978899652,0.0,136.504,1.0,0.0,-0.013,0.0,0.022,0,0.1,168.677,29.0,,215.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 220 Call (Weekly),CALL,SPY_030821C220,OPR,163.26,164.19,170.99,163.73,2,2,2X2,0,0.0,0.0,0.0,163.7,0,,1612987952500,1614978899652,7.3,131.302,1.0,0.0,-0.013,0.0,0.022,24,7.36,163.677,29.0,,220.0,1615237200000,1,S,1615251600000,100.0, ,,,4.46,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 225 Call (Weekly),CALL,SPY_030821C225,OPR,158.26,159.19,0.0,158.73,2,2,2X2,0,0.0,0.0,0.0,158.7,0,,0,1614978899652,0.0,126.175,1.0,0.0,-0.013,0.0,0.023,0,0.1,158.677,29.0,,225.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 230 Call (Weekly),CALL,SPY_030821C230,OPR,153.26,154.19,0.0,153.73,2,2,2X2,0,0.0,0.0,0.0,153.7,0,,0,1614978899652,0.0,121.168,1.0,0.0,-0.013,0.0,0.023,0,0.1,153.677,29.0,,230.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 235 Call (Weekly),CALL,SPY_030821C235,OPR,148.26,149.19,0.0,148.73,2,2,2X2,0,0.0,0.0,0.0,148.7,0,,0,1614978899652,0.0,116.263,1.0,0.0,-0.013,0.0,0.024,0,0.1,148.677,29.0,,235.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 240 Call (Weekly),CALL,SPY_030821C240,OPR,143.26,144.19,149.7,143.73,2,2,2X2,0,0.0,0.0,0.0,143.7,0,,1614266930353,1614978899652,6.01,111.45,1.0,0.0,-0.013,0.0,0.024,25,6.07,143.677,29.0,,240.0,1615237200000,1,S,1615251600000,100.0, ,,,4.18,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 245 Call (Weekly),CALL,SPY_030821C245,OPR,138.26,139.19,0.0,138.73,2,2,2X2,0,0.0,0.0,0.0,138.7,0,,0,1614978899652,0.0,106.741,1.0,0.0,-0.013,0.0,0.025,0,0.1,138.677,29.0,,245.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 250 Call (Weekly),CALL,SPY_030821C250,OPR,133.27,134.18,0.0,133.73,200,200,200X200,0,0.0,0.0,0.0,133.7,0,,0,1614978899858,0.0,102.088,1.0,0.0,-0.013,0.0,0.025,0,0.1,133.677,29.0,,250.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 255 Call (Weekly),CALL,SPY_030821C255,OPR,128.27,129.18,0.0,128.73,200,200,200X200,0,0.0,0.0,0.0,128.7,0,,0,1614978899955,0.0,97.541,1.0,0.0,-0.013,0.0,0.026,0,0.1,128.677,29.0,,255.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 260 Call (Weekly),CALL,SPY_030821C260,OPR,123.27,124.18,0.0,123.73,200,200,200X200,0,0.0,0.0,0.0,123.69,0,,0,1614978899854,0.0,93.106,1.0,0.0,-0.013,0.0,0.026,0,0.09,123.677,29.0,,260.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 8 2021 265 Call (Weekly),CALL,SPY_030821C265,OPR,118.27,119.18,118.69,118.73,200,200,200X200,0,118.69,118.69,0.0,118.69,10,,1614977738998,1614978899849,0.0,88.732,1.0,0.0,-0.013,0.0,0.027,0,0.06,118.677,29.0,,265.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.03,0.03,False,True,False,03-07-2021
SPY Mar 8 2021 270 Call (Weekly),CALL,SPY_030821C270,OPR,113.27,114.18,113.67,113.73,200,200,200X200,0,113.67,113.67,0.0,113.69,20,,1614977738998,1614978899849,-0.03,84.413,1.0,0.0,-0.013,0.0,0.027,0,0.04,113.677,29.0,,270.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.02,0.03,0.03,False,True,False,03-07-2021
SPY Mar 8 2021 275 Call (Weekly),CALL,SPY_030821C275,OPR,108.27,109.19,108.68,108.73,200,200,200X200,0,108.68,108.68,0.0,108.69,10,,1614977738998,1614978899856,-0.01,80.193,1.0,0.0,-0.013,0.0,0.028,0,0.05,108.677,29.0,,275.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.01,0.04,0.03,False,True,False,03-07-2021
SPY Mar 8 2021 280 Call (Weekly),CALL,SPY_030821C280,OPR,103.27,104.19,0.0,103.73,200,200,200X200,0,0.0,0.0,0.0,103.69,0,,0,1614978899857,0.0,76.014,1.0,0.0,-0.013,0.0,0.028,0,0.1,103.677,29.0,,280.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.03,False,True,False,03-07-2021
SPY Mar 8 2021 285 Call (Weekly),CALL,SPY_030821C285,OPR,98.27,99.19,0.0,98.73,200,200,200X200,0,0.0,0.0,0.0,98.69,0,,0,1614978899955,0.0,71.957,1.0,0.0,-0.013,0.0,0.029,0,0.1,98.677,29.0,,285.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.04,False,True,False,03-07-2021
SPY Mar 8 2021 290 Call (Weekly),CALL,SPY_030821C290,OPR,93.33,93.97,98.65,93.65,200,200,200X200,0,0.0,0.0,0.0,93.69,0,,1614613382857,1614978899853,4.95,67.927,1.0,0.0,-0.013,0.0,0.029,0,5.02,93.677,29.0,,290.0,1615237200000,1,S,1615251600000,100.0, ,,,5.29,-0.04,-0.05,False,True,False,03-07-2021
SPY Mar 8 2021 295 Call (Weekly),CALL,SPY_030821C295,OPR,88.27,89.19,0.0,88.73,200,200,200X200,0,0.0,0.0,0.0,88.69,0,,0,1614978899955,0.0,63.938,1.0,0.0,-0.013,0.0,0.03,0,0.1,88.677,29.0,,295.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.04,False,True,False,03-07-2021
SPY Mar 8 2021 300 Call (Weekly),CALL,SPY_030821C300,OPR,83.27,84.19,0.0,83.73,200,200,200X200,0,0.0,0.0,0.0,83.69,0,,0,1614978899853,0.0,60.024,1.0,0.0,-0.013,0.0,0.03,0,0.1,83.678,29.0,,300.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.04,False,True,False,03-07-2021
SPY Mar 8 2021 305 Call (Weekly),CALL,SPY_030821C305,OPR,78.27,79.19,0.0,78.73,200,200,200X200,0,0.0,0.0,0.0,78.69,0,,0,1614978899957,0.0,56.174,1.0,0.0,-0.013,0.0,0.031,0,0.1,78.678,29.0,,305.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.04,False,True,False,03-07-2021
SPY Mar 8 2021 310 Call (Weekly),CALL,SPY_030821C310,OPR,73.27,74.19,0.0,73.73,200,200,200X200,0,0.0,0.0,0.0,73.69,0,,0,1614978899849,0.0,52.36,1.0,0.0,-0.013,0.0,0.031,0,0.1,73.678,29.0,,310.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.04,0.05,False,True,False,03-07-2021
SPY Mar 8 2021 315 Call (Weekly),CALL,SPY_030821C315,OPR,68.33,68.97,0.0,68.65,200,200,200X200,0,0.0,0.0,0.0,68.69,0,,0,1614978899855,0.0,48.619,1.0,0.0,-0.013,0.0,0.032,0,0.02,68.678,29.0,,315.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,-0.04,-0.07,False,True,False,03-07-2021
SPY Mar 8 2021 320 Call (Weekly),CALL,SPY_030821C320,OPR,63.37,63.97,56.34,63.67,200,200,200X200,0,0.0,0.0,0.0,63.69,0,,1614889886106,1614978899856,-7.36,44.897,1.0,0.0,-0.013,0.0,0.032,1,-7.29,63.678,29.0,,320.0,1615237200000,1,S,1615251600000,100.0, ,,,-11.55,-0.02,-0.04,False,True,False,03-07-2021
SPY Mar 8 2021 325 Call (Weekly),CALL,SPY_030821C325,OPR,58.64,58.74,58.34,58.69,10,63,10X63,0,0.0,0.0,0.0,58.69,0,,1614868806036,1614978899995,-0.35,41.249,1.0,0.0,-0.013,0.0,0.033,10,-0.29,58.678,29.0,,325.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.6,0.0,-0.01,False,True,False,03-07-2021
SPY Mar 8 2021 330 Call (Weekly),CALL,SPY_030821C330,OPR,53.64,53.79,0.0,53.72,10,200,10X200,0,0.0,0.0,0.0,53.69,0,,0,1614978899991,0.0,37.635,1.0,0.0,-0.013,0.0,0.033,0,0.09,53.678,29.0,,330.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.02,0.04,False,True,False,03-07-2021
SPY Mar 8 2021 335 Call (Weekly),CALL,SPY_030821C335,OPR,48.65,48.79,40.77,48.72,10,200,10X200,0,40.77,39.75,0.0,48.69,9,,1614964508026,1614978899991,-7.93,34.067,1.0,0.0,-0.013,0.0,0.034,6,-7.86,48.678,29.0,,335.0,1615237200000,1,S,1615251600000,100.0, ,,,-16.27,0.03,0.05,False,True,False,03-07-2021
SPY Mar 8 2021 340 Call (Weekly),CALL,SPY_030821C340,OPR,43.64,43.8,43.94,43.72,25,10,25X10,0,43.94,34.49,0.0,43.69,10,,1614978246802,1614978899933,0.25,31.733,1.0,0.0,-0.013,0.0,0.034,126,0.31,43.678,29.0,,340.0,1615237200000,1,S,1615251600000,100.0, ,,,0.56,0.03,0.06,False,True,False,03-07-2021
SPY Mar 8 2021 345 Call (Weekly),CALL,SPY_030821C345,OPR,38.65,38.8,34.04,38.72,25,10,25X10,0,34.04,31.75,0.0,38.69,54,,1614966960859,1614978899927,-4.66,31.181,1.0,0.0,-0.015,0.0,0.035,51,-4.59,38.679,29.0,,345.0,1615237200000,1,S,1615251600000,100.0, ,,,-12.03,0.03,0.08,False,True,False,03-07-2021
SPY Mar 8 2021 350 Call (Weekly),CALL,SPY_030821C350,OPR,33.67,33.81,32.36,33.74,10,200,10X200,0,32.36,30.6,0.0,33.7,18,,1614972716307,1614978899992,-1.34,31.245,0.999,0.0,-0.022,0.002,0.035,40,-1.27,33.684,29.0,,350.0,1615237200000,1,S,1615251600000,100.0, ,,,-3.96,0.04,0.13,False,True,False,03-07-2021
SPY Mar 8 2021 352 Call (Weekly),CALL,SPY_030821C352,OPR,31.66,31.81,32.11,31.74,25,10,25X10,0,32.11,24.07,0.0,31.7,153,,1614977244436,1614978899928,0.41,31.274,0.997,0.001,-0.027,0.003,0.035,3,0.48,31.688,29.0,,352.0,1615237200000,1,S,1615251600000,100.0, ,,,1.3,0.04,0.11,False,True,False,03-07-2021
SPY Mar 8 2021 353 Call (Weekly),CALL,SPY_030821C353,OPR,30.66,30.82,31.01,30.74,25,10,25X10,0,31.01,20.62,0.0,30.7,118,,1614977170916,1614978899928,0.31,31.266,0.996,0.001,-0.031,0.004,0.035,5,0.38,30.692,29.0,,353.0,1615237200000,1,S,1615251600000,100.0, ,,,1.0,0.04,0.12,False,True,False,03-07-2021
SPY Mar 8 2021 354 Call (Weekly),CALL,SPY_030821C354,OPR,29.67,29.82,22.54,29.75,25,10,25X10,0,23.59,22.54,0.0,29.71,12,,1614957851008,1614978899928,-7.17,31.26,0.995,0.001,-0.036,0.005,0.035,78,-7.09,29.697,29.0,,354.0,1615237200000,1,S,1615251600000,100.0, ,,,-24.12,0.04,0.13,False,True,False,03-07-2021
SPY Mar 8 2021 355 Call (Weekly),CALL,SPY_030821C355,OPR,28.67,28.82,28.9,28.75,25,10,25X10,0,28.9,20.05,0.0,28.71,78,,1614978643299,1614978899933,0.19,31.258,0.994,0.001,-0.042,0.007,0.035,134,0.27,28.703,29.0,,355.0,1615237200000,1,S,1615251600000,100.0, ,,,0.66,0.03,0.12,False,True,False,03-07-2021
SPY Mar 8 2021 356 Call (Weekly),CALL,SPY_030821C356,OPR,27.68,27.83,22.49,27.76,25,10,25X10,0,22.49,22.49,0.0,27.72,4,,1614955156857,1614978899928,-5.23,31.263,0.992,0.002,-0.049,0.009,0.036,33,-5.14,27.711,29.0,,356.0,1615237200000,1,S,1615251600000,100.0, ,,,-18.86,0.04,0.13,False,True,False,03-07-2021
SPY Mar 8 2021 357 Call (Weekly),CALL,SPY_030821C357,OPR,26.68,26.83,17.62,26.76,25,10,25X10,0,17.62,17.62,0.0,26.73,13,,1614960922550,1614978899928,-9.11,31.108,0.99,0.002,-0.057,0.01,0.036,2,-9.01,26.719,29.0,,357.0,1615237200000,1,S,1615251600000,100.0, ,,,-34.07,0.03,0.11,False,True,False,03-07-2021
SPY Mar 8 2021 358 Call (Weekly),CALL,SPY_030821C358,OPR,25.68,25.84,15.48,25.76,25,10,25X10,0,20.5,15.48,0.0,25.73,22,,1614961695458,1614978899933,-10.25,30.801,0.988,0.003,-0.063,0.012,0.036,40,-10.15,25.728,29.0,,358.0,1615237200000,1,S,1615251600000,100.0, ,,,-39.85,0.03,0.1,False,True,False,03-07-2021
SPY Mar 8 2021 359 Call (Weekly),CALL,SPY_030821C359,OPR,24.69,24.84,25.03,24.77,25,10,25X10,0,25.03,25.03,0.0,24.74,6,,1614977170916,1614978899932,0.29,30.363,0.986,0.003,-0.07,0.014,0.036,101,0.4,24.736,29.0,,359.0,1615237200000,1,S,1615251600000,100.0, ,,,1.16,0.02,0.09,False,True,False,03-07-2021
SPY Mar 8 2021 360 Call (Weekly),CALL,SPY_030821C360,OPR,23.7,23.85,23.9,23.78,25,10,25X10,0,23.9,14.5,0.0,23.75,116,,1614978546454,1614978899928,0.15,29.836,0.984,0.003,-0.076,0.015,0.036,186,0.27,23.745,29.0,,360.0,1615237200000,1,S,1615251600000,100.0, ,,,0.63,0.02,0.1,False,True,False,03-07-2021
SPY Mar 8 2021 361 Call (Weekly),CALL,SPY_030821C361,OPR,22.71,22.82,14.13,22.77,10,76,10X76,0,19.3,13.21,0.0,22.76,127,,1614963207678,1614978900000,-8.63,29.223,0.982,0.004,-0.081,0.017,0.036,53,-8.5,22.753,29.0,,361.0,1615237200000,1,S,1615251600000,100.0, ,,,-37.92,0.01,0.03,False,True,False,03-07-2021
SPY Mar 8 2021 362 Call (Weekly),CALL,SPY_030821C362,OPR,21.72,21.87,21.83,21.8,10,200,10X200,0,21.83,12.31,0.0,21.77,132,,1614977899084,1614978899989,0.06,28.627,0.979,0.005,-0.088,0.019,0.036,270,0.2,21.763,29.0,,362.0,1615237200000,1,S,1615251600000,100.0, ,,,0.28,0.03,0.12,False,True,False,03-07-2021
SPY Mar 8 2021 363 Call (Weekly),CALL,SPY_030821C363,OPR,20.73,20.87,11.22,20.8,10,200,10X200,0,14.57,11.22,0.0,20.78,68,,1614961580646,1614978899992,-9.56,27.957,0.977,0.005,-0.094,0.021,0.036,116,-9.41,20.773,29.0,,363.0,1615237200000,1,S,1615251600000,100.0, ,,,-46.0,0.02,0.1,False,True,False,03-07-2021
SPY Mar 8 2021 364 Call (Weekly),CALL,SPY_030821C364,OPR,19.73,19.89,20.21,19.81,25,10,25X10,0,20.21,10.28,0.0,19.79,202,,1614977183547,1614978899928,0.42,27.223,0.974,0.006,-0.099,0.023,0.036,193,0.58,19.783,29.0,,364.0,1615237200000,1,S,1615251600000,100.0, ,,,2.13,0.02,0.11,False,True,False,03-07-2021
SPY Mar 8 2021 365 Call (Weekly),CALL,SPY_030821C365,OPR,18.75,18.9,18.98,18.83,10,200,10X200,0,19.23,9.24,0.0,18.8,311,,1614978658662,1614978900000,0.18,26.471,0.971,0.007,-0.105,0.026,0.036,348,0.35,18.794,29.0,,365.0,1615237200000,1,S,1615251600000,100.0, ,,,0.96,0.03,0.14,False,True,False,03-07-2021
SPY Mar 8 2021 366 Call (Weekly),CALL,SPY_030821C366,OPR,17.76,17.91,18.0,17.84,25,10,25X10,0,18.0,8.86,0.0,17.82,426,,1614977950718,1614978899929,0.18,25.9,0.966,0.008,-0.114,0.029,0.036,293,0.37,17.812,29.0,,366.0,1615237200000,1,S,1615251600000,100.0, ,,,1.03,0.02,0.1,False,True,False,03-07-2021
SPY Mar 8 2021 367 Call (Weekly),CALL,SPY_030821C367,OPR,16.78,16.93,17.32,16.86,25,10,25X10,0,17.32,7.79,0.0,16.83,81,,1614977692767,1614978899932,0.49,25.233,0.962,0.009,-0.123,0.032,0.035,180,0.69,16.83,29.0,,367.0,1615237200000,1,S,1615251600000,100.0, ,,,2.89,0.02,0.12,False,True,False,03-07-2021
SPY Mar 8 2021 368 Call (Weekly),CALL,SPY_030821C368,OPR,15.8,15.96,15.95,15.88,25,15,25X15,0,16.35,7.3,0.0,15.85,490,,1614978584508,1614978899932,0.1,24.532,0.956,0.01,-0.132,0.036,0.035,126,0.32,15.849,29.0,,368.0,1615237200000,1,S,1615251600000,100.0, ,,,0.61,0.03,0.17,False,True,False,03-07-2021
SPY Mar 8 2021 369 Call (Weekly),CALL,SPY_030821C369,OPR,14.83,14.99,14.99,14.91,25,15,25X15,0,15.05,6.59,0.0,14.88,560,,1614977718816,1614978899929,0.11,23.938,0.949,0.011,-0.144,0.04,0.035,303,0.36,14.877,29.0,,369.0,1615237200000,1,S,1615251600000,100.0, ,,,0.74,0.03,0.2,False,True,False,03-07-2021
SPY Mar 8 2021 370 Call (Weekly),CALL,SPY_030821C370,OPR,13.87,14.02,13.86,13.95,25,200,25X200,0,14.62,5.49,0.0,13.91,1027,,1614978424860,1614978899998,-0.05,23.231,0.942,0.013,-0.154,0.045,0.035,1166,0.23,13.904,29.0,,370.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.34,0.04,0.27,False,True,False,03-07-2021
SPY Mar 8 2021 371 Call (Weekly),CALL,SPY_030821C371,OPR,12.92,13.06,13.5,12.99,20,200,20X200,0,13.5,5.12,0.0,12.96,878,,1614977851198,1614978899992,0.54,22.929,0.93,0.015,-0.174,0.052,0.035,697,0.87,12.956,29.0,,371.0,1615237200000,1,S,1615251600000,100.0, ,,,4.17,0.03,0.23,False,True,False,03-07-2021
SPY Mar 8 2021 372 Call (Weekly),CALL,SPY_030821C372,OPR,11.96,12.09,12.04,12.03,70,20,70X20,0,12.25,4.2,0.0,12.01,1528,,1614978573543,1614978899938,0.03,22.435,0.917,0.018,-0.192,0.059,0.034,156,0.41,12.009,29.0,,372.0,1615237200000,1,S,1615251600000,100.0, ,,,0.23,0.01,0.11,False,True,False,03-07-2021
SPY Mar 8 2021 373 Call (Weekly),CALL,SPY_030821C373,OPR,11.03,11.15,11.23,11.09,25,139,25X139,0,11.92,3.66,0.0,11.08,7481,,1614978658662,1614978899998,0.15,21.959,0.902,0.02,-0.211,0.067,0.034,751,0.6,11.073,29.0,,373.0,1615237200000,1,S,1615251600000,100.0, ,,,1.39,0.01,0.13,False,True,False,03-07-2021
SPY Mar 8 2021 374 Call (Weekly),CALL,SPY_030821C374,OPR,10.1,10.23,10.28,10.16,70,20,70X20,0,10.83,3.14,0.0,10.15,4209,,1614978856162,1614978899940,0.13,21.455,0.885,0.024,-0.23,0.075,0.033,324,0.65,10.148,29.0,,374.0,1615237200000,1,S,1615251600000,100.0, ,,,1.27,0.01,0.14,False,True,False,03-07-2021
SPY Mar 8 2021 375 Call (Weekly),CALL,SPY_030821C375,OPR,9.21,9.31,9.39,9.26,25,25,25X25,0,9.98,2.59,0.0,9.24,14794,,1614978052478,1614978900000,0.15,20.952,0.864,0.027,-0.251,0.084,0.032,1139,0.76,9.238,29.0,,375.0,1615237200000,1,S,1615251600000,100.0, ,,,1.62,0.02,0.21,False,True,False,03-07-2021
SPY Mar 8 2021 376 Call (Weekly),CALL,SPY_030821C376,OPR,8.31,8.4,8.49,8.36,20,68,20X68,0,9.13,2.14,0.0,8.35,12312,,1614978588407,1614978899957,0.14,20.42,0.841,0.031,-0.27,0.093,0.032,1120,0.86,8.343,29.0,,376.0,1615237200000,1,S,1615251600000,100.0, ,,,1.74,0.01,0.12,False,True,False,03-07-2021
SPY Mar 8 2021 377 Call (Weekly),CALL,SPY_030821C377,OPR,7.44,7.53,7.6,7.49,20,76,20X76,0,8.3,1.77,0.0,7.47,17346,,1614978829705,1614978899937,0.13,19.882,0.813,0.035,-0.29,0.103,0.031,1950,0.97,7.468,29.0,,377.0,1615237200000,1,S,1615251600000,100.0, ,,,1.74,0.02,0.2,False,True,False,03-07-2021
SPY Mar 8 2021 378 Call (Weekly),CALL,SPY_030821C378,OPR,6.6,6.68,6.78,6.64,20,65,20X65,0,7.34,1.41,0.0,6.62,15220,,1614978660688,1614978899938,0.16,19.393,0.781,0.04,-0.31,0.114,0.03,1725,1.15,6.623,29.0,,378.0,1615237200000,1,S,1615251600000,100.0, ,,,2.35,0.02,0.23,False,True,False,03-07-2021
SPY Mar 8 2021 379 Call (Weekly),CALL,SPY_030821C379,OPR,5.78,5.86,5.76,5.82,70,69,70X69,0,6.6,1.1,0.0,5.81,16093,,1614978887880,1614978900000,-0.05,18.905,0.744,0.044,-0.328,0.124,0.028,2252,1.13,5.808,29.0,,379.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.85,0.01,0.18,False,True,False,03-07-2021
SPY Mar 8 2021 380 Call (Weekly),CALL,SPY_030821C380,OPR,5.01,5.08,5.11,5.05,20,98,20X98,0,5.81,0.85,0.0,5.03,48247,,1614978818047,1614978899992,0.08,18.455,0.702,0.049,-0.344,0.133,0.027,3361,1.48,5.033,29.0,,380.0,1615237200000,1,S,1615251600000,100.0, ,,,1.51,0.01,0.22,False,True,False,03-07-2021
SPY Mar 8 2021 381 Call (Weekly),CALL,SPY_030821C381,OPR,4.27,4.36,4.4,4.31,20,200,20X200,0,5.01,0.65,0.0,4.29,24702,,1614978872014,1614978899991,0.11,17.927,0.655,0.053,-0.354,0.142,0.025,2123,1.77,4.288,29.0,,381.0,1615237200000,1,S,1615251600000,100.0, ,,,2.59,0.03,0.61,False,True,False,03-07-2021
SPY Mar 8 2021 382 Call (Weekly),CALL,SPY_030821C382,OPR,3.57,3.66,3.58,3.62,20,200,20X200,0,4.26,0.5,0.0,3.59,23659,,1614978750872,1614978899955,-0.01,17.392,0.603,0.058,-0.359,0.148,0.023,2701,1.95,3.588,29.0,,382.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.24,0.03,0.73,False,True,False,03-07-2021
SPY Mar 8 2021 383 Call (Weekly),CALL,SPY_030821C383,OPR,2.93,2.97,2.92,2.95,20,10,20X10,0,3.56,0.37,0.0,2.94,25271,,1614978897401,1614978899992,-0.02,16.877,0.545,0.061,-0.357,0.153,0.021,2352,2.29,2.943,29.0,,383.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.8,0.01,0.22,False,True,False,03-07-2021
SPY Mar 8 2021 384 Call (Weekly),CALL,SPY_030821C384,OPR,2.35,2.39,2.35,2.37,20,75,20X75,0,2.9,0.28,0.0,2.37,29028,,1614978899105,1614978899961,-0.02,16.451,0.483,0.063,-0.35,0.153,0.018,2782,2.35,2.37,29.0,,384.0,1615237200000,1,S,1615251600000,100.0, ,,,-0.84,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 385 Call (Weekly),CALL,SPY_030821C385,OPR,1.83,1.86,1.82,1.85,25,10,25X10,0,2.32,0.2,0.0,1.85,48500,,1614978895500,1614978899926,-0.03,15.921,0.418,0.064,-0.331,0.15,0.016,12015,1.82,1.845,29.0,,385.0,1615237200000,1,S,1615251600000,100.0, ,,,-1.36,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 386 Call (Weekly),CALL,SPY_030821C386,OPR,1.39,1.42,1.39,1.4,20,10,20X10,0,2.76,0.16,0.0,1.4,24977,,1614978880317,1614978899962,-0.01,15.506,0.352,0.062,-0.306,0.143,0.013,2732,1.39,1.405,29.0,,386.0,1615237200000,1,S,1615251600000,100.0, ,,,-1.07,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 387 Call (Weekly),CALL,SPY_030821C387,OPR,1.02,1.04,1.01,1.03,20,25,20X25,0,1.35,0.12,0.0,1.03,21549,,1614978894225,1614978899952,-0.02,15.059,0.287,0.059,-0.272,0.131,0.011,5667,1.01,1.03,29.0,,387.0,1615237200000,1,S,1615251600000,100.0, ,,,-1.94,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 388 Call (Weekly),CALL,SPY_030821C388,OPR,0.71,0.73,0.73,0.72,10,10,10X10,0,1.0,0.08,0.0,0.72,19055,,1614978881022,1614978899932,0.01,14.576,0.224,0.053,-0.231,0.115,0.009,3312,0.73,0.72,29.0,,388.0,1615237200000,1,S,1615251600000,100.0, ,,,1.39,0.0,0.0,False,False,False,03-07-2021
SPY Mar 8 2021 389 Call (Weekly),CALL,SPY_030821C389,OPR,0.48,0.5,0.49,0.49,25,135,25X135,0,1.78,0.06,0.0,0.49,10485,,1614978892004,1614978899998,0.0,14.218,0.169,0.046,-0.19,0.097,0.006,4429,0.49,0.49,29.0,,389.0,1615237200000,1,S,1615251600000,100.0, ,,,0.0,0.0,0.0,False,False,False,03-07-2021
