description,putCall,symbol,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,nonStandard,inTheMoney,mini,Date
SPY Mar 12 2021 413 Call (Weekly),CALL,SPY_031221C413,OPR,0.01,0.02,0.02,0.02,8,3449,8X3449,0,0.02,0.01,0.0,0.0,1718,,1614977030869,1614978899822,0.02,15.254,0.0,0.0,-0.001,0.001,0.0,446,0.02,0.001,29.0,,413.0,1615582800000,5,S,1615597200000,100.0, ,,,1900.0,0.01,1400.0,False,False,False,03-07-2021
SPY Mar 12 2021 414 Call (Weekly),CALL,SPY_031221C414,OPR,0.0,0.01,0.01,0.01,0,1453,0X1453,0,0.01,0.01,0.0,0.0,6346,,1614978634229,1614978899931,0.01,15.162,0.0,0.0,-0.001,0.001,0.0,750,0.01,0.001,29.0,,414.0,1615582800000,5,S,1615597200000,100.0, ,,,1566.67,0.0,733.33,False,False,False,03-07-2021
SPY Mar 12 2021 415 Call (Weekly),CALL,SPY_031221C415,OPR,0.0,0.01,0.01,0.01,0,1610,0X1610,0,0.01,0.01,0.0,0.0,716,,1614977826731,1614978899709,0.01,15.193,0.0,0.0,0.0,0.0,0.0,724,0.01,0.0,29.0,,415.0,1615582800000,5,S,1615597200000,100.0, ,,,2400.0,0.0,1150.0,False,False,False,03-07-2021
SPY Mar 12 2021 416 Call (Weekly),CALL,SPY_031221C416,OPR,0.0,0.01,0.01,0.01,0,1716,0X1716,0,0.01,0.01,0.0,0.0,400,,1614963543160,1614978899709,0.01,15.34,0.0,0.0,0.0,0.0,0.0,423,0.01,0.0,29.0,,416.0,1615582800000,5,S,1615597200000,100.0, ,,,3233.33,0.0,1566.67,False,False,False,03-07-2021
SPY Mar 12 2021 417 Call (Weekly),CALL,SPY_031221C417,OPR,0.0,0.01,0.01,0.01,0,1758,0X1758,0,0.01,0.01,0.0,0.0,1000,,1614957315620,1614978899709,0.01,15.38,0.0,0.0,0.0,0.0,0.0,1021,0.01,0.0,29.0,,417.0,1615582800000,5,S,1615597200000,100.0, ,,,4900.0,0.0,2400.0,False,False,False,03-07-2021
SPY Mar 12 2021 418 Call (Weekly),CALL,SPY_031221C418,OPR,0.0,0.01,0.01,0.01,0,1849,0X1849,0,0.01,0.01,0.0,0.0,303,,1614966144739,1614978899709,0.01,15.172,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,29.0,,418.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 419 Call (Weekly),CALL,SPY_031221C419,OPR,0.0,0.01,0.01,0.01,0,1819,0X1819,0,0.01,0.01,0.0,0.0,500,,1614957324995,1614978899709,0.01,15.571,0.0,0.0,0.0,0.0,0.0,739,0.01,0.0,29.0,,419.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 420 Call (Weekly),CALL,SPY_031221C420,OPR,0.0,0.01,0.02,0.01,0,1863,0X1863,0,0.02,0.01,0.0,0.0,610,,1614964948050,1614978899709,0.02,15.962,0.0,0.0,0.0,0.0,0.0,1104,0.02,0.0,29.0,,420.0,1615582800000,5,S,1615597200000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 421 Call (Weekly),CALL,SPY_031221C421,OPR,0.0,0.01,0.01,0.01,0,1969,0X1969,0,0.0,0.0,0.0,0.0,0,,1614885826950,1614978899709,0.01,16.364,0.0,0.0,0.0,0.0,0.0,430,0.01,0.0,29.0,,421.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 422 Call (Weekly),CALL,SPY_031221C422,OPR,0.0,0.01,0.01,0.01,0,1983,0X1983,0,0.01,0.01,0.0,0.0,500,,1614957334763,1614978899709,0.01,16.751,0.0,0.0,0.0,0.0,0.0,500,0.01,0.0,29.0,,422.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 423 Call (Weekly),CALL,SPY_031221C423,OPR,0.0,0.01,0.01,0.01,0,1957,0X1957,0,0.01,0.01,0.0,0.0,1300,,1614957339946,1614978899709,0.01,17.152,0.0,0.0,0.0,0.0,0.0,1309,0.01,0.0,29.0,,423.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 424 Call (Weekly),CALL,SPY_031221C424,OPR,0.0,0.01,0.02,0.01,0,1980,0X1980,0,0.0,0.0,0.0,0.0,0,,1614885058315,1614978899709,0.02,17.54,0.0,0.0,0.0,0.0,0.0,614,0.02,0.0,29.0,,424.0,1615582800000,5,S,1615597200000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 425 Call (Weekly),CALL,SPY_031221C425,OPR,0.0,0.01,0.01,0.01,0,1985,0X1985,0,0.01,0.01,0.0,0.0,110,,1614964948050,1614978899710,0.01,17.93,0.0,0.0,0.0,0.0,0.0,1159,0.01,0.0,29.0,,425.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 426 Call (Weekly),CALL,SPY_031221C426,OPR,0.0,0.01,0.01,0.01,0,1987,0X1987,0,0.0,0.0,0.0,0.0,0,,1614789007349,1614978899710,0.01,18.32,0.0,0.0,0.0,0.0,0.0,1004,0.01,0.0,29.0,,426.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 427 Call (Weekly),CALL,SPY_031221C427,OPR,0.0,0.01,0.01,0.01,0,1990,0X1990,0,0.0,0.0,0.0,0.0,0,,1614793302438,1614978899709,0.01,18.7,0.0,0.0,0.0,0.0,0.0,1187,0.01,0.0,29.0,,427.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 428 Call (Weekly),CALL,SPY_031221C428,OPR,0.0,0.01,0.02,0.01,0,1990,0X1990,0,0.0,0.0,0.0,0.0,0,,1614616286497,1614978899709,0.02,19.089,0.0,0.0,0.0,0.0,0.0,245,0.02,0.0,29.0,,428.0,1615582800000,5,S,1615597200000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 429 Call (Weekly),CALL,SPY_031221C429,OPR,0.0,0.01,0.01,0.01,0,1992,0X1992,0,0.0,0.0,0.0,0.0,0,,1614793874584,1614978899709,0.01,19.473,0.0,0.0,0.0,0.0,0.0,263,0.01,0.0,29.0,,429.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 430 Call (Weekly),CALL,SPY_031221C430,OPR,0.0,0.01,0.01,0.01,0,1994,0X1994,0,0.0,0.0,0.0,0.0,0,,1614870394149,1614978899709,0.01,19.856,0.0,0.0,0.0,0.0,0.0,373,0.01,0.0,29.0,,430.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 435 Call (Weekly),CALL,SPY_031221C435,OPR,0.0,0.01,0.01,0.01,0,2026,0X2026,0,0.01,0.01,0.0,0.0,2,,1614975424749,1614978899709,0.01,21.749,0.0,0.0,0.0,0.0,0.0,1121,0.01,0.0,29.0,,435.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 440 Call (Weekly),CALL,SPY_031221C440,OPR,0.0,0.01,0.01,0.01,0,2105,0X2105,0,0.0,0.0,0.0,0.0,0,,1614786300859,1614978899709,0.01,23.606,0.0,0.0,0.0,0.0,0.0,2229,0.01,0.0,29.0,,440.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 445 Call (Weekly),CALL,SPY_031221C445,OPR,0.0,0.01,0.01,0.01,0,2032,0X2032,0,0.0,0.0,0.0,0.0,0,,1614697293384,1614978899709,0.01,25.456,0.0,0.0,0.0,0.0,0.0,415,0.01,0.0,29.0,,445.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 450 Call (Weekly),CALL,SPY_031221C450,OPR,0.0,0.01,0.01,0.01,0,2047,0X2047,0,0.0,0.0,0.0,0.0,0,,1614697526452,1614978899709,0.01,27.25,0.0,0.0,0.0,0.0,0.0,877,0.01,0.0,29.0,,450.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 455 Call (Weekly),CALL,SPY_031221C455,OPR,0.0,0.01,0.01,0.01,0,2147,0X2147,0,0.0,0.0,0.0,0.0,0,,1614697258604,1614978899709,0.01,29.029,0.0,0.0,0.0,0.0,0.0,352,0.01,0.0,29.0,,455.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 460 Call (Weekly),CALL,SPY_031221C460,OPR,0.0,0.01,0.05,0.01,0,2147,0X2147,0,0.0,0.0,0.0,0.0,0,,1614349800023,1614978899709,0.05,30.777,0.0,0.0,0.0,0.0,0.0,26,0.05,0.0,29.0,,460.0,1615582800000,5,S,1615597200000,100.0, ,,,49900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 465 Call (Weekly),CALL,SPY_031221C465,OPR,0.0,0.01,0.01,0.01,0,2247,0X2247,0,0.0,0.0,0.0,0.0,0,,1613576678086,1614978899709,0.01,32.505,0.0,0.0,0.0,0.0,0.0,20,0.01,0.0,29.0,,465.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 470 Call (Weekly),CALL,SPY_031221C470,OPR,0.0,0.01,0.02,0.01,0,2247,0X2247,0,0.0,0.0,0.0,0.0,0,,1612364234923,1614978899709,0.02,34.214,0.0,0.0,0.0,0.0,0.0,1,0.02,0.0,29.0,,470.0,1615582800000,5,S,1615597200000,100.0, ,,,19900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 480 Call (Weekly),CALL,SPY_031221C480,OPR,0.0,0.01,0.0,0.01,0,2247,0X2247,0,0.0,0.0,0.0,0.0,0,,0,1614978899710,0.0,37.546,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,,480.0,1615582800000,5,S,1615597200000,100.0, ,,,0.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 12 2021 490 Call (Weekly),CALL,SPY_031221C490,OPR,0.0,0.01,0.01,0.01,0,2247,0X2247,0,0.01,0.01,0.0,0.0,10,,1614954606701,1614978899710,0.01,40.805,0.0,0.0,0.0,0.0,0.0,131,0.01,0.0,29.0,,490.0,1615582800000,5,S,1615597200000,100.0, ,,,9900.0,0.0,4900.0,False,False,False,03-07-2021
SPY Mar 15 2021 220 Call (Weekly),CALL,SPY_031521C220,OPR,163.26,164.2,0.0,163.73,2,2,2X2,0,0.0,0.0,0.0,163.7,0,,0,1614978899654,0.0,77.062,1.0,0.0,-0.005,0.0,0.064,0,0.1,163.68,29.0,,220.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 225 Call (Weekly),CALL,SPY_031521C225,OPR,158.26,159.2,162.11,158.73,2,2,2X2,0,0.0,0.0,0.0,158.7,0,,1614718574469,1614978899654,3.41,74.023,1.0,0.0,-0.005,0.0,0.066,4,3.48,158.68,29.0,,225.0,1615838400000,8,S,1615852800000,100.0, ,,,2.15,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 230 Call (Weekly),CALL,SPY_031521C230,OPR,153.26,154.2,0.0,153.73,2,2,2X2,0,0.0,0.0,0.0,153.7,0,,0,1614978899655,0.0,71.119,1.0,0.0,-0.005,0.0,0.067,0,0.1,153.68,29.0,,230.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 235 Call (Weekly),CALL,SPY_031521C235,OPR,148.26,149.2,149.67,148.73,2,2,2X2,0,0.0,0.0,0.0,148.7,0,,1614795334055,1614978899655,0.98,68.238,1.0,0.0,-0.005,0.0,0.069,0,1.04,148.681,29.0,,235.0,1615838400000,8,S,1615852800000,100.0, ,,,0.66,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 240 Call (Weekly),CALL,SPY_031521C240,OPR,143.26,144.2,143.21,143.73,2,2,2X2,0,0.0,0.0,0.0,143.7,0,,1614364719010,1614978899654,-0.49,65.399,1.0,0.0,-0.005,0.0,0.07,5,-0.42,143.681,29.0,,240.0,1615838400000,8,S,1615852800000,100.0, ,,,-0.34,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 245 Call (Weekly),CALL,SPY_031521C245,OPR,138.26,139.2,0.0,138.73,2,2,2X2,0,0.0,0.0,0.0,138.7,0,,0,1614978899654,0.0,66.305,1.0,0.0,-0.005,0.0,0.072,0,0.1,138.681,29.0,,245.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 250 Call (Weekly),CALL,SPY_031521C250,OPR,133.28,134.2,133.23,133.74,50,50,50X50,0,0.0,0.0,0.0,133.7,0,,1614364719011,1614978899861,-0.47,66.575,1.0,0.0,-0.005,0.0,0.073,5,-0.4,133.682,29.0,,250.0,1615838400000,8,S,1615852800000,100.0, ,,,-0.35,0.04,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 255 Call (Weekly),CALL,SPY_031521C255,OPR,128.64,128.79,0.0,128.71,25,50,25X50,0,0.0,0.0,0.0,128.7,0,,0,1614978899990,0.0,66.419,1.0,0.0,-0.006,0.0,0.075,0,0.08,128.682,29.0,,255.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.02,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 260 Call (Weekly),CALL,SPY_031521C260,OPR,123.64,123.79,0.0,123.72,25,50,25X50,0,0.0,0.0,0.0,123.69,0,,0,1614978899992,0.0,66.425,1.0,0.0,-0.007,0.001,0.076,0,0.08,123.684,29.0,,260.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.02,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 265 Call (Weekly),CALL,SPY_031521C265,OPR,118.64,118.8,0.0,118.72,25,25,25X25,0,0.0,0.0,0.0,118.69,0,,0,1614978899927,0.0,66.443,1.0,0.0,-0.008,0.001,0.077,0,0.09,118.687,29.0,,265.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 270 Call (Weekly),CALL,SPY_031521C270,OPR,113.64,113.8,0.0,113.72,25,50,25X50,0,0.0,0.0,0.0,113.7,0,,0,1614978899990,0.0,66.39,0.999,0.0,-0.01,0.002,0.079,0,0.09,113.691,29.0,,270.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.02,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 275 Call (Weekly),CALL,SPY_031521C275,OPR,108.65,108.77,0.0,108.71,25,50,25X50,0,0.0,0.0,0.0,108.7,0,,0,1614978899927,0.0,65.381,0.999,0.0,-0.013,0.003,0.08,0,0.08,108.697,29.0,,275.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.01,0.01,False,True,False,03-07-2021
SPY Mar 15 2021 280 Call (Weekly),CALL,SPY_031521C280,OPR,103.65,103.81,96.29,103.73,25,50,25X50,0,96.29,96.29,0.0,103.7,25,,1614959486868,1614978899992,-7.41,63.756,0.998,0.0,-0.015,0.003,0.082,0,-7.34,103.702,29.0,,280.0,1615838400000,8,S,1615852800000,100.0, ,,,-7.15,0.03,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 285 Call (Weekly),CALL,SPY_031521C285,OPR,98.66,98.82,0.0,98.74,25,25,25X25,0,0.0,0.0,0.0,98.71,0,,0,1614978899927,0.0,61.721,0.998,0.0,-0.017,0.004,0.083,0,0.11,98.707,29.0,,285.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 290 Call (Weekly),CALL,SPY_031521C290,OPR,93.66,93.83,0.0,93.75,25,25,25X25,0,0.0,0.0,0.0,93.71,0,,0,1614978899927,0.0,59.442,0.998,0.0,-0.019,0.005,0.084,0,0.12,93.712,29.0,,290.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 295 Call (Weekly),CALL,SPY_031521C295,OPR,88.67,88.83,0.0,88.75,25,25,25X25,0,0.0,0.0,0.0,88.72,0,,0,1614978899927,0.0,56.991,0.997,0.0,-0.021,0.006,0.086,0,0.12,88.717,29.0,,295.0,1615838400000,8,S,1615852800000,100.0, ,,,0.0,0.03,0.04,False,True,False,03-07-2021
SPY Mar 15 2021 300 Call (Weekly),CALL,SPY_031521C300,OPR,83.67,83.84,90.23,83.76,25,25,25X25,0,0.0,0.0,0.0,83.73,0,,1612816938774,1614978899927,6.5,55.096,0.996,0.0,-0.025,0.008,0.087,1,6.6,83.727,29.0,,300.0,1615838400000,8,S,1615852800000,100.0, ,,,7.76,0.03,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 305 Call (Weekly),CALL,SPY_031521C305,OPR,78.68,78.84,85.3,78.76,25,50,25X50,0,0.0,0.0,0.0,78.74,0,,1612816938774,1614978899990,6.56,52.887,0.995,0.0,-0.028,0.009,0.089,1,6.67,78.738,29.0,,305.0,1615838400000,8,S,1615852800000,100.0, ,,,8.33,0.02,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 310 Call (Weekly),CALL,SPY_031521C310,OPR,73.69,73.85,79.82,73.77,25,50,25X50,0,0.0,0.0,0.0,73.75,0,,1614631500025,1614978899990,6.07,50.459,0.994,0.001,-0.031,0.011,0.09,7,6.19,73.748,29.0,,310.0,1615838400000,8,S,1615852800000,100.0, ,,,8.23,0.02,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 315 Call (Weekly),CALL,SPY_031521C315,OPR,68.7,68.86,68.93,68.78,50,50,50X50,0,0.0,0.0,0.0,68.76,0,,1614798239321,1614978899990,0.17,47.866,0.993,0.001,-0.034,0.013,0.091,8,0.3,68.758,29.0,,315.0,1615838400000,8,S,1615852800000,100.0, ,,,0.25,0.02,0.03,False,True,False,03-07-2021
SPY Mar 15 2021 320 Call (Weekly),CALL,SPY_031521C320,OPR,63.72,63.89,64.31,63.81,25,25,25X25,0,0.0,0.0,0.0,63.77,0,,1614801439121,1614978899928,0.54,45.469,0.991,0.001,-0.038,0.016,0.093,12,0.68,63.773,29.0,,320.0,1615838400000,8,S,1615852800000,100.0, ,,,0.84,0.03,0.05,False,True,False,03-07-2021
SPY Mar 15 2021 325 Call (Weekly),CALL,SPY_031521C325,OPR,58.74,58.87,58.07,58.81,25,50,25X50,0,0.0,0.0,0.0,58.79,0,,1614803466532,1614978899928,-0.72,43.137,0.989,0.001,-0.044,0.019,0.094,8,-0.56,58.793,29.0,,325.0,1615838400000,8,S,1615852800000,100.0, ,,,-1.23,0.01,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 330 Call (Weekly),CALL,SPY_031521C330,OPR,53.76,53.93,48.87,53.85,25,25,25X25,0,48.87,48.46,0.0,53.82,2,,1614966720057,1614978899928,-4.95,40.78,0.986,0.001,-0.05,0.023,0.095,8,-4.76,53.818,29.0,,330.0,1615838400000,8,S,1615852800000,100.0, ,,,-9.2,0.03,0.05,False,True,False,03-07-2021
SPY Mar 15 2021 335 Call (Weekly),CALL,SPY_031521C335,OPR,48.79,48.96,48.69,48.88,25,25,25X25,0,0.0,0.0,0.0,48.85,0,,1614784678561,1614978899928,-0.16,38.339,0.982,0.002,-0.056,0.029,0.096,4,0.06,48.848,29.0,,335.0,1615838400000,8,S,1615852800000,100.0, ,,,-0.33,0.03,0.05,False,True,False,03-07-2021
SPY Mar 15 2021 340 Call (Weekly),CALL,SPY_031521C340,OPR,43.83,44.0,43.27,43.92,25,25,25X25,0,0.0,0.0,0.0,43.89,0,,1614803466532,1614978899928,-0.62,35.922,0.977,0.002,-0.065,0.036,0.097,10,-0.36,43.889,29.0,,340.0,1615838400000,8,S,1615852800000,100.0, ,,,-1.41,0.03,0.06,False,True,False,03-07-2021
SPY Mar 15 2021 345 Call (Weekly),CALL,SPY_031521C345,OPR,38.88,39.06,30.06,38.97,25,25,25X25,0,31.93,30.06,0.0,38.95,6,,1614963033124,1614978899928,-8.89,33.65,0.97,0.003,-0.076,0.045,0.097,71,-8.57,38.949,29.0,,345.0,1615838400000,8,S,1615852800000,100.0, ,,,-22.82,0.02,0.05,False,True,False,03-07-2021
SPY Mar 15 2021 350 Call (Weekly),CALL,SPY_031521C350,OPR,33.97,34.15,27.68,34.06,25,25,25X25,0,0.0,0.0,0.0,34.04,0,,1614890052686,1614978899929,-6.36,31.492,0.959,0.004,-0.091,0.058,0.098,62,-5.95,34.039,29.0,,350.0,1615838400000,8,S,1615852800000,100.0, ,,,-18.68,0.02,0.06,False,True,False,03-07-2021
SPY Mar 15 2021 354 Call (Weekly),CALL,SPY_031521C354,OPR,30.09,30.25,21.9,30.17,50,50,50X50,0,24.53,21.9,0.0,30.15,15,,1614960901183,1614978899989,-8.25,29.981,0.945,0.006,-0.108,0.073,0.097,56,-7.73,30.154,29.0,,354.0,1615838400000,8,S,1615852800000,100.0, ,,,-27.37,0.02,0.05,False,True,False,03-07-2021
SPY Mar 15 2021 355 Call (Weekly),CALL,SPY_031521C355,OPR,29.12,29.26,21.26,29.19,25,50,25X50,0,23.81,20.12,0.0,29.18,26,,1614962776904,1614978899929,-7.92,29.541,0.941,0.006,-0.111,0.077,0.097,16,-7.37,29.184,29.0,,355.0,1615838400000,8,S,1615852800000,100.0, ,,,-27.15,0.01,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 356 Call (Weekly),CALL,SPY_031521C356,OPR,28.16,28.34,26.01,28.25,25,25,25X25,0,26.01,20.38,0.0,28.22,18,,1614969566887,1614978899929,-2.21,29.194,0.937,0.007,-0.117,0.082,0.097,26,-1.62,28.224,29.0,,356.0,1615838400000,8,S,1615852800000,100.0, ,,,-7.85,0.03,0.09,False,True,False,03-07-2021
SPY Mar 15 2021 357 Call (Weekly),CALL,SPY_031521C357,OPR,27.2,27.34,27.07,27.27,25,50,25X50,0,27.07,20.69,0.0,27.26,22,,1614976462609,1614978899929,-0.19,28.807,0.932,0.007,-0.121,0.086,0.097,18,0.44,27.264,29.0,,357.0,1615838400000,8,S,1615852800000,100.0, ,,,-0.71,0.01,0.02,False,True,False,03-07-2021
SPY Mar 15 2021 358 Call (Weekly),CALL,SPY_031521C358,OPR,26.25,26.38,18.41,26.32,25,50,25X50,0,19.32,18.41,0.0,26.31,13,,1614960991239,1614978899929,-7.9,28.493,0.926,0.007,-0.127,0.092,0.096,72,-7.22,26.314,29.0,,358.0,1615838400000,8,S,1615852800000,100.0, ,,,-30.04,0.0,0.0,False,True,False,03-07-2021
SPY Mar 15 2021 359 Call (Weekly),CALL,SPY_031521C359,OPR,25.3,25.48,19.44,25.39,25,25,25X25,0,19.44,19.44,0.0,25.36,2,,1614958161778,1614978899929,-5.92,28.132,0.92,0.008,-0.133,0.097,0.096,11,-5.19,25.364,29.0,,359.0,1615838400000,8,S,1615852800000,100.0, ,,,-23.36,0.03,0.1,False,True,False,03-07-2021
SPY Mar 15 2021 360 Call (Weekly),CALL,SPY_031521C360,OPR,24.36,24.54,17.24,24.45,25,25,25X25,0,0.0,0.0,0.0,24.42,0,,1614884979716,1614978899929,-7.18,27.779,0.914,0.009,-0.139,0.103,0.095,59,-6.39,24.419,29.0,,360.0,1615838400000,8,S,1615852800000,100.0, ,,,-29.4,0.03,0.12,False,True,False,03-07-2021
SPY Mar 15 2021 361 Call (Weekly),CALL,SPY_031521C361,OPR,23.43,23.56,16.88,23.49,50,50,50X50,0,16.88,16.88,0.0,23.48,17,,1614960000560,1614978899992,-6.6,27.427,0.907,0.009,-0.145,0.109,0.095,36,-5.75,23.479,29.0,,361.0,1615838400000,8,S,1615852800000,100.0, ,,,-28.11,0.02,0.06,False,True,False,03-07-2021
SPY Mar 15 2021 362 Call (Weekly),CALL,SPY_031521C362,OPR,22.5,22.64,21.8,22.57,20,20,20X20,0,21.8,14.49,0.0,22.55,18,,1614975082528,1614978899935,-0.75,27.116,0.899,0.01,-0.151,0.116,0.094,10,0.17,22.549,29.0,,362.0,1615838400000,8,S,1615852800000,100.0, ,,,-3.33,0.02,0.09,False,True,False,03-07-2021
SPY Mar 15 2021 363 Call (Weekly),CALL,SPY_031521C363,OPR,21.57,21.71,20.88,21.64,20,20,20X20,0,20.88,14.24,0.0,21.62,67,,1614975082528,1614978899936,-0.74,26.753,0.892,0.011,-0.158,0.122,0.094,34,0.25,21.619,29.0,,363.0,1615838400000,8,S,1615852800000,100.0, ,,,-3.42,0.02,0.09,False,True,False,03-07-2021
SPY Mar 15 2021 364 Call (Weekly),CALL,SPY_031521C364,OPR,20.65,20.79,13.71,20.72,70,20,70X20,0,13.71,13.58,0.0,20.7,2,,1614963202801,1614978899940,-6.99,26.42,0.883,0.011,-0.164,0.129,0.093,72,-5.92,20.699,29.0,,364.0,1615838400000,8,S,1615852800000,100.0, ,,,-33.77,0.02,0.1,False,True,False,03-07-2021
SPY Mar 15 2021 365 Call (Weekly),CALL,SPY_031521C365,OPR,19.74,19.88,19.9,19.81,20,20,20X20,0,19.9,12.81,0.0,19.79,25,,1614978680388,1614978899936,0.11,26.108,0.873,0.012,-0.171,0.137,0.092,43,1.27,19.789,29.0,,365.0,1615838400000,8,S,1615852800000,100.0, ,,,0.56,0.02,0.1,False,True,False,03-07-2021
SPY Mar 15 2021 366 Call (Weekly),CALL,SPY_031521C366,OPR,18.84,18.98,16.23,18.91,20,20,20X20,0,16.23,14.98,0.0,18.89,6,,1614971955260,1614978899936,-2.66,25.775,0.863,0.013,-0.178,0.144,0.091,28,-1.4,18.884,29.0,,366.0,1615838400000,8,S,1615852800000,100.0, ,,,-14.06,0.02,0.13,False,True,False,03-07-2021
SPY Mar 15 2021 367 Call (Weekly),CALL,SPY_031521C367,OPR,17.94,18.08,14.33,18.01,20,20,20X20,0,14.33,11.12,0.0,17.99,33,,1614966667976,1614978899936,-3.66,25.419,0.852,0.014,-0.185,0.152,0.09,8,-2.3,17.984,29.0,,367.0,1615838400000,8,S,1615852800000,100.0, ,,,-20.32,0.02,0.14,False,True,False,03-07-2021
SPY Mar 15 2021 368 Call (Weekly),CALL,SPY_031521C368,OPR,17.06,17.19,17.22,17.13,20,20,20X20,0,17.28,12.11,0.0,17.1,24,,1614978680388,1614978899936,0.12,25.101,0.84,0.015,-0.192,0.16,0.089,9,1.59,17.099,29.0,,368.0,1615838400000,8,S,1615852800000,100.0, ,,,0.7,0.02,0.15,False,True,False,03-07-2021
